Headline,Date
"Amid volatile oil prices, rupee turns flat at 83.03 against US dollar",Updated On :06 Feb 2024 | 10:26 AMIST
Rupee depreciates 4 paise to 83.02 against US dollar in early trade,Updated On :05 Feb 2024 | 10:07 AMIST
"Supported by equities, rupee appreciates 16 p to 82.82 against US dollar",Updated On :02 Feb 2024 | 10:58 AMIST
Rupee appreciates 9 paise to 82.95 against US dollar ahead of Budget,Updated On :01 Feb 2024 | 10:34 AMIST
Rupee rises 6 paise to close at 83.04 against US dollar on strong sentiment,Updated On :31 Jan 2024 | 4:59 PMIST
Rupee trades in narrow range against US dollar due to rising crude prices,Updated On :30 Jan 2024 | 11:20 AMIST
Rupee depreciates 4 paise to 83.15 against US dollar in early trade,Updated On :29 Jan 2024 | 10:31 AMIST
Taking the lead: Rupee best-performing Asian currency so far in January,Updated On :28 Jan 2024 | 9:49 PMIST
"Amid muted equities trend, Rupee opens flat against dollar in early trade",Updated On :25 Jan 2024 | 10:07 AMIST
"Rupee to appreciate to 82 per dollar in CY24, predicts CareEdge Ratings",Updated On :25 Jan 2024 | 12:12 AMIST
Rupee opens on flat note against US dollar in early trade on Wednesday,Updated On :24 Jan 2024 | 11:08 AMIST
Rupee depreciates 6 paise to 83.13 against US dollar in early trade,Updated On :23 Jan 2024 | 10:57 AMIST
"India's forex reserves jump $1.63 bn to $618.9 bn, shows RBI data",Updated On :19 Jan 2024 | 11:38 PMIST
Rupee depreciates 1 paisa to 83.14 against US dollar in early trade,Updated On :19 Jan 2024 | 10:18 AMIST
"Rupee ends flat, wedged between Asia FX bump, foreign banks' dollar buys",Updated On :18 Jan 2024 | 4:14 PMIST
Rupee depreciates 3 paise to 83.15 against US dollar in early trade,Updated On :17 Jan 2024 | 10:02 AMIST
Indian rupee can become a winner only if RBI loosens its grip on currency,Updated On :16 Jan 2024 | 9:42 AMIST
"Rupee, govt bonds gain post lower-than-expected December CPI data",Updated On :15 Jan 2024 | 11:03 PMIST
ICICI Bank ends Axis' 16-year run as rupee bond market king on higher sales,Updated On :10 Jan 2024 | 1:49 PMIST
Rupee rises 6 paise to 83.08 against US dollar in third straight session,Updated On :09 Jan 2024 | 9:52 AMIST
Rupee up 9 paise to 83.06 against US dollar backed by foreign fund inflow,Updated On :08 Jan 2024 | 9:47 AMIST
Rupee may rise to 81/$ by 2024 end amid robust inflow hopes: Goldman Sachs,Updated On :02 Jan 2024 | 2:40 PMIST
"5 Reasons why Sensex fell 650 pts, Nifty below 21,600 intra-day on Tuesday",Updated On :02 Jan 2024 | 11:59 AMIST
"Rupee trades narrowly on 2024's first day, settling at Rs 83.24 a dollar",Updated On :02 Jan 2024 | 12:45 AMIST
"Rupee dwindles 3 paise, reaches 83.19 against US dollar in early trade",Updated On :01 Jan 2024 | 10:48 AMIST
Rupee settles flat at 83.20 against dollar amid volatile crude oil prices,Updated On :29 Dec 2023 | 4:18 PMIST
"Rupee ends higher, far forward premiums climb to over 2-month high",Updated On :28 Dec 2023 | 4:28 PMIST
2023 The India Story: When rupee gained currency against US dollar,Updated On :26 Dec 2023 | 11:17 PMISTPremium
India makes first-ever rupee payment for the purchase of crude oil from UAE,Updated On :26 Dec 2023 | 9:58 AMIST
"First rupee payment for oil to UAE: Looking for more deals, say officials",Updated On :25 Dec 2023 | 3:29 PMIST
No takers for rupee payment for oil imports: Oil ministry in Parliament,Updated On :24 Dec 2023 | 1:52 PMIST
"Rupee ends lower due to high dollar demand from oil firms, US data awaited",Updated On :21 Dec 2023 | 4:07 PMIST
Interventions in forex market to curb excessive volatility: RBI to IMF,Updated On :20 Dec 2023 | 1:09 PMIST
A year of setting up a new system of regulation,Updated On :18 Dec 2023 | 12:20 AMIST
"India, Oman discussing utilisation of UPI stack, possibility of rupee trade",Updated On :16 Dec 2023 | 6:15 PMIST
Rupee rebounds 13 paise to 83.27 against US dollar in early trade,Updated On :14 Dec 2023 | 10:02 AMIST
Rupee settles at new closing low of 83.40 on caution ahead of US Fed meet,Updated On :13 Dec 2023 | 10:37 PMIST
Rupee appreciates one paisa to 83.36 against US dollar in early trade,Updated On :12 Dec 2023 | 10:10 AMIST
Rupee appreciates 2 paise to 83.35 against US dollar in early trade,Updated On :06 Dec 2023 | 10:20 AMIST
"Rupee see-saws in thin band, likely because RBI offsets corporate dollar",Updated On :05 Dec 2023 | 4:34 PMIST
India's forex reserves rise to near three-month high of $597.94 billion,Updated On :01 Dec 2023 | 6:08 PMIST
Rupee closes at new low of 83.39/$; worst performer among Asian currencies,Updated On :30 Nov 2023 | 10:45 PMIST
Rupee rises 2 paise to settle at 83.32 against US dollar on FII inflows,Updated On :29 Nov 2023 | 11:03 PMIST
Rupee appreciates by 2 paise to 83.30 against US dollar in early trade,Updated On :23 Nov 2023 | 9:52 AMIST
"Rupee volatility low, exhibits orderly movements relative to peers: RBI Guv",Updated On :22 Nov 2023 | 5:15 PMIST
Rupee appreciates 6 paise to 83.32 against US dollar in early trade,Updated On :21 Nov 2023 | 10:50 AMIST
Rupee hits fresh closing low of 83.35/$ despite dollar index dip,Updated On :20 Nov 2023 | 10:36 PMIST
Rupee reaches 83.25 against US dollar after fall of 2 paise in early trade,Updated On :17 Nov 2023 | 11:01 AMIST
Rupee appreciates 32 paise to 83.01 against US dollar in early trade,Updated On :15 Nov 2023 | 10:37 AMIST
"Samvat 2080: Start of a new year signals better prospects for bonds, rupee",Updated On :14 Nov 2023 | 10:35 PMISTPremium
"Rupee little changed as RBI support aids, inflation data in focus",Updated On :13 Nov 2023 | 4:42 PMIST
Rupee touches lifetime low of 83.48 vs dollar after Fed's hawkish comments,Updated On :11 Nov 2023 | 12:01 AMIST
"Samvat 2079: Bond yields soften, rupee stable despite falling to fresh lows",Updated On :10 Nov 2023 | 11:30 PMISTPremium
Rupee expected to trade near record lows despite economic growth: Experts,Updated On :08 Nov 2023 | 9:16 AMIST
Demand for 50-year government bond seen firm from insurance firms,Updated On :02 Nov 2023 | 11:36 PMIST
Rupee hits fresh closing low of 83.29 due to rise in dollar index,Updated On :01 Nov 2023 | 11:06 PMIST
Rupee depreciates 6 paise to 83.23 against US dollar in early trade,Updated On :26 Oct 2023 | 9:51 AMIST
Option traders see RBI's grip on Rupee lasting for the rest of 2023,Updated On :26 Oct 2023 | 8:57 AMIST
Cost of money,Updated On :24 Oct 2023 | 9:56 PMISTPremium
Rupee depreciates 3 paise to 83.15 against US dollar in early trade,Updated On :23 Oct 2023 | 10:22 AMIST
Rupee logs best day in 3 weeks on likely 'aggressive' RBI intervention,Updated On :20 Oct 2023 | 4:45 PMIST
Rupee depreciates 5 paise to 83.18 against US dollar in early trade,Updated On :20 Oct 2023 | 10:00 AMIST
Reserve Bank of India net sells $3.9 billion foreign currency in August,Updated On :19 Oct 2023 | 8:43 PMIST
RBI intervenes to helps rupee from hitting new low amid high US yields,Updated On :19 Oct 2023 | 8:29 PMIST
Rupee hits fresh closing low of Rs 83.28 due to rise in crude oil prices,Updated On :16 Oct 2023 | 10:07 PMIST
Rupee to rely on RBI's intervention amid surging oil prices: Traders,Updated On :16 Oct 2023 | 9:13 AMIST
RBI's active rupee management stretches valuation to near 2-year peak,Updated On :12 Oct 2023 | 3:35 PMIST
"Indian rupee to receive help from pullback in oil, traders eye US inflation",Updated On :12 Oct 2023 | 10:25 AMIST
Rupee falls 2 paise to settle at an all-time low of Rs 83.27 per US dollar,Updated On :09 Oct 2023 | 11:26 PMIST
Rupee-denominated green bonds to pick pace from FY24: SBI's Dinesh Khara,Updated On :09 Oct 2023 | 8:37 PMIST
"Looking at expanding rupee-dirham trade, says Piyush Goyal in UAE",Updated On :06 Oct 2023 | 11:29 PMIST
Indian rupee to trade in tight range as RBI keeps intervening: Poll,Updated On :05 Oct 2023 | 9:10 AMIST
"With dollar sales, RBI prevents rupee from hitting all time low: Report",Updated On :04 Oct 2023 | 11:19 PMIST
"Rupee weakens 17 paisa against the US dollar, settles at Rs 83.21",Updated On :03 Oct 2023 | 11:55 PMIST
Indian pharma exports to Iran decline thanks to its lower rupee reserves,Updated On :02 Oct 2023 | 11:47 PMIST
"Despite choppy Q2, rupee shines bright in Asia in first half of FY24",Updated On :29 Sep 2023 | 10:58 PMIST
Standard Chartered does not see rupee cross 84 even if dollar climbs,Updated On :29 Sep 2023 | 2:56 PMIST
Rupee appreciates 9 paise to 83.10 against US dollar in early trade,Updated On :29 Sep 2023 | 10:56 AMIST
Rupee appreciates 5 paise to 83.23 against US dollar in early trade,Updated On :27 Sep 2023 | 10:36 AMIST
Nomura retains negative view on rupee despite JPMorgan index inclusion,Updated On :25 Sep 2023 | 12:08 PMIST
Rupee gives up index inclusion-led rally; RBI counted on to help,Updated On :25 Sep 2023 | 11:34 AMIST
Indians have 5 days to deposit $3 billion in soon-to-be-withdrawn banknotes,Updated On :25 Sep 2023 | 8:55 AMIST
Rupee appreciates by 38 paise to 82.75 against US dollar in early trade,Updated On :22 Sep 2023 | 10:45 AMIST
Rupee appreciates by 19 paisa to settle at Rs 83.08 ahead of Fed outcome,Updated On :20 Sep 2023 | 8:10 PMIST
Rupee hits all-time closing low of 83.27 to dollar amid rise in oil prices,Updated On :18 Sep 2023 | 11:29 PMIST
Rupee settles near an all-time closing low as trade deficit widens,Updated On :15 Sep 2023 | 11:05 PMIST
Around 22 nations exploring bilateral trade with India in rupee: Sitharaman,Updated On :15 Sep 2023 | 12:11 PMIST
Rupee up 10 paise to 82.93 amid positive trend in domestic equities,Updated On :12 Sep 2023 | 10:19 AMIST
"Rupee continued upward trend, rises 9 paise to 82.93 against US dollar",Updated On :11 Sep 2023 | 10:18 AMIST
Rupee appreciates 26 paisa to settle at Rs 82.95 as RBI sells US dollars,Updated On :08 Sep 2023 | 9:11 PMIST
"Indian rupee inches up, but sustainable recovery unlikely - traders",Updated On :08 Sep 2023 | 12:54 PMIST
"Rupee rises 10 paise to 83.13 against US dollar, recovers from all-time low",Updated On :08 Sep 2023 | 10:36 AMIST
Rupee closes at record low vs dollar amid China slowdown concerns,Updated On :07 Sep 2023 | 11:32 PMIST
Rupee depreciates 2 paise to hit lowest level of 83.15 against US dollar,Updated On :07 Sep 2023 | 10:08 AMIST
"Rupee to stay weak, third of analysts expect new low within a year: Poll",Updated On :07 Sep 2023 | 9:19 AMIST
Rupee settles near all time low of Rs. 83.14 as dollar index rises,Updated On :06 Sep 2023 | 11:09 PMIST
Factor in rupee depreciation when planning for child's education goal,Updated On :06 Sep 2023 | 11:06 PMISTPremium
