Headline,Date
RBI cancels licence of The City Co-operative Bank over inadequate capital,Updated On :20 Jun 2024 | 12:15 AMIST
"Retail inflation steadily easing, food prices still a concern: RBI bulletin",Updated On :19 Jun 2024 | 5:40 PMIST
RBI sold net $3.6 bn in spot forex market in April: Monthly bulletin,Updated On :19 Jun 2024 | 5:24 PMIST
Banks struggle with ATM shortage as 'Make in India' policy disrupt supply,Updated On :19 Jun 2024 | 10:39 AMIST
Dhanlaxmi Bank appoints Ajith Kumar KK as MD & CEO for 3-year tenure,Updated On :18 Jun 2024 | 11:52 PMIST
"Digital loans up 49% in FY24 by value, Rs 1.46 trn disbursed: Industry body",Updated On :18 Jun 2024 | 11:04 PMIST
DICGC exceeds global average with month-long depositor payout: Patra,Updated On :18 Jun 2024 | 9:02 PMIST
State Bank of India indicates another 10-15 basis points MCLR hike,Updated On :18 Jun 2024 | 12:05 AMIST
"PSBs outshine private, foreign peers in technical efficiency: SBI report",Updated On :17 Jun 2024 | 10:58 PMIST
FSIB suggests 5 chief general managers for position of EDs in PSU banks,Updated On :17 Jun 2024 | 10:51 PMIST
RBI cancels licence of Purvanchal Co-op Bank over lack of adequate capital,Updated On :17 Jun 2024 | 4:45 PMIST
India Inc seeking Rs 5 trillion credit to fund capex: SBI Chairman Khara,Updated On :13 Jun 2024 | 11:53 PMIST
"India Inc files ECB plans worth $4.28 bn in April, shows RBI data",Updated On :13 Jun 2024 | 7:28 PMIST
Commercial banks credit growth to moderate to 12-14% in FY25: Moody's,Updated On :13 Jun 2024 | 12:35 AMIST
Deposit rates at peak; will move downwards in medium term: SBI Chairman,Updated On :13 Jun 2024 | 12:15 AMIST
IBA to ask RBI to not alter capital requirement for infra projects: Report,Updated On :12 Jun 2024 | 6:28 PMIST
State Bank of India to scale up global operations through GIFT City,Updated On :11 Jun 2024 | 8:33 PMIST
"SBI launches 'SME Digital Business Loans', to sanction loans in 45 minutes",Updated On :11 Jun 2024 | 7:45 PMIST
"Nabard may raise Rs 30,000 crore through bonds in FY25, says CRISIL",Updated On :10 Jun 2024 | 10:47 PMIST
Banks need to revise plans to deal with credit and deposit growth gap: Das,Updated On :07 Jun 2024 | 4:37 PMIST
Sebi warns ICICI Bank over investor outreach for ICICI Securities delisting,Updated On :06 Jun 2024 | 5:57 PMIST
"RBI MPC June meeting underway: It's goal, members; everything explained",Updated On :06 Jun 2024 | 1:00 PMIST
MoD inks MoUs with 4 banks to onboard them as 'SPARSH' service centres,Updated On :05 Jun 2024 | 9:45 PMIST
Why small finance banks are in no hurry to become universal banks,Updated On :03 Jun 2024 | 10:16 PMISTPremium
PNB partners with IIFCL to provide financing for infrastructure projects,Updated On :03 Jun 2024 | 7:00 PMIST
Will take decisive steps to stabilise banking system: FM Sitharaman,Updated On :01 Jun 2024 | 12:02 AMIST
"Banks' loans rise 19.5% in two weeks to May 17, deposits up 13.3%: RBI",Updated On :31 May 2024 | 6:06 PMIST
"Number of frauds in banking sector on the rise, but amount declines",Updated On :31 May 2024 | 12:53 AMIST
RBI to allow opening of rupee account outside India to boost currency use,Updated On :30 May 2024 | 9:52 PMIST
"Bank frauds rise 166% in FY24 to over 36,000 cases, shows RBI annual report",Updated On :30 May 2024 | 4:54 PMIST
"Number of frauds in banking sector rises in FY24, amount declines 47%: RBI",Updated On :30 May 2024 | 4:21 PMIST
From ICICI to HDFC: S&P upgrades outlook on six Indian banks to positive,Updated On :29 May 2024 | 7:41 PMIST
Cosmos Co-operative Bank halts acquisitions; targets organic growth,Updated On :28 May 2024 | 10:29 PMIST
European Union banks seek RBI approval for third-party transaction model,Updated On :28 May 2024 | 1:06 PMIST
"Valuations, better access to capital spur fintech players' homecoming",Updated On :27 May 2024 | 10:44 PMISTPremium
RBI imposes penalty on ICICI Bank and YES Bank for rule violations,Updated On :27 May 2024 | 7:53 PMIST
'Most SFBs would not clamour to become universal banks if RBI eases curbs',Updated On :26 May 2024 | 3:34 PMIST
RBI shifts to NDFs as preferred forex reserves intervention option,Updated On :24 May 2024 | 1:28 PMIST
ESAF SFB evaluating conversion to universal bank: MD & CEO Paul Thomas,Updated On :22 May 2024 | 8:55 PMIST
Bank Holidays 2024: Banks to observe four consecutive holidays this week,Updated On :22 May 2024 | 1:25 PMIST
Bank of Maharashtra tops among PSU lenders in business growth in FY24,Updated On :19 May 2024 | 1:52 PMIST
N Vaghul: Institution Builder and ex-ICICI Bank chairman passes away at 88,Updated On :18 May 2024 | 2:54 PMIST
RBI flags supervisory concerns over functioning of debt recast companies,Updated On :17 May 2024 | 10:03 PMIST
PSB loan growth lags industry; cautious approach to protect margins,Updated On :16 May 2024 | 11:40 PMIST
Indian banking industry increases their cyber insurance cover in FY24,Updated On :14 May 2024 | 9:35 PMIST
Banks' underwriting standards at risk amid consumer loan growth: Fitch,Updated On :13 May 2024 | 11:39 PMIST
Corporate loan rejig underway to improve margins: Canara Bank MD & CEO,Updated On :10 May 2024 | 10:37 PMISTPremium
"RBI project finance norms: Will absorb additional provision, says SBI chief",Updated On :09 May 2024 | 9:31 PMIST
"RBI removes restrictions on BoB app, allows new customer enrollment",Updated On :08 May 2024 | 9:02 PMIST
Commercial banks for 1-2% project finance provisioning; RBI proposed 5%,Updated On :07 May 2024 | 11:27 PMISTPremium
Want to bring down retail loan growth: YES Bank MD & CEO Prashant Kumar,Updated On :05 May 2024 | 11:10 PMISTPremium
IOB adopts multi-pronged approach to ensure recovery from NPA accounts,Updated On :05 May 2024 | 7:29 PMIST
"RBI says 97.76% of Rs 2,000 currency notes returned to banking system",Updated On :02 May 2024 | 7:54 PMIST
"Standard Chartered Q1 2024 results: Profits rise 5.5%, beat estimates",Updated On :02 May 2024 | 12:23 PMIST
May 1 bank holiday: Are banks closed today? Check state-wise list,Updated On :01 May 2024 | 6:33 AMIST
Jana SFB may apply for universal bank licence in next financial year,Updated On :01 May 2024 | 12:11 AMISTPremium
Bank credit to industry up 8.5% in March; moderation in personal loans: RBI,Updated On :30 Apr 2024 | 8:36 PMIST
"RBI issues guidance note on operational risk management, resilience",Updated On :30 Apr 2024 | 6:33 PMIST
"Positive real yields on India govt bonds visible, says SBI official",Updated On :30 Apr 2024 | 2:22 PMIST
"RBI directs lenders to review loan disbursal, interest related practices",Updated On :29 Apr 2024 | 7:19 PMIST
"Three NBFCs looking to raise funds through dollar bond issue, say bankers",Updated On :27 Apr 2024 | 2:56 PMIST
"Kotak Mahindra Bank's loan, deposit growth may be impacted after RBI curbs",Updated On :25 Apr 2024 | 11:23 PMIST
"Tough times for urban cooperative banks as bad loans build, ranking dips",Updated On :25 Apr 2024 | 6:23 PMISTPremium
RBI tells Kotak Mahindra Bank to stop issuing new credit cards,Updated On :25 Apr 2024 | 12:34 AMIST
Curbs on Kotak Mahindra Bank: How RBI has pulled up other firms in 5 years,Updated On :24 Apr 2024 | 6:56 PMIST
PSBs don't have power to issue 'Look Out Circulars' against defaulters: HC,Updated On :24 Apr 2024 | 12:10 AMIST
"Cautious approach: Small finance bank model in the slow lane, say experts",Updated On :24 Apr 2024 | 12:08 AMIST
Poor risk assessment root of asset quality concerns: SBI chief Khara,Updated On :23 Apr 2024 | 11:27 PMIST
AU SFB launches multiple products like credit cards with exclusive features,Updated On :23 Apr 2024 | 11:02 PMIST
'UN keen on furthering MDB reforms initiated during India's G20 Presidency',Updated On :22 Apr 2024 | 11:37 AMIST
Climate change's 'physical risks' are increasingly catching up with banks,Updated On :19 Apr 2024 | 10:45 PMIST
Universal bank licences: Here are key changes in licensing criterion,Updated On :19 Apr 2024 | 12:21 AMIST
"UCB advances to priority sector up over 27% in FY23, shows RBI data",Updated On :17 Apr 2024 | 12:09 AMIST
RBI conducts two-day VRRR as liquidity surplus nears Rs 1 trillion,Updated On :17 Apr 2024 | 12:06 AMIST
RBI proposes changes in net-worth guidelines for payment aggregators,Updated On :17 Apr 2024 | 12:02 AMIST
Deposit rates raised by public sector banks higher than private peers,Updated On :16 Apr 2024 | 12:11 AMIST
Bank of Baroda hikes lending rates by 5 basis points across three tenures,Updated On :11 Apr 2024 | 12:01 AMIST
ICRA revises FY25 outlook for banking sector to 'stable' from 'positive',Updated On :10 Apr 2024 | 3:00 PMIST
Record household debt: Loans outpace deposits for 3rd year in a row,Updated On :09 Apr 2024 | 10:50 PMISTPremium
"Credit growth, quality assets likely to spur bank profits in Q4 FY24",Updated On :08 Apr 2024 | 10:30 PMISTPremium
Public-sector banks may be allowed to transfer unclaimed shares to IEPF,Updated On :07 Apr 2024 | 11:13 PMIST
"Audit Panel of board at UCBs must improve oversight, risk management: RBI",Updated On :06 Apr 2024 | 8:21 PMIST
RBI to allow third-party apps for UPI payments through PPI wallets,Updated On :05 Apr 2024 | 10:38 PMIST
Banks' outstanding loans rose 20.2% on year in two weeks to March 22: RBI,Updated On :05 Apr 2024 | 6:30 PMIST
"Certificates of deposit issuances by banks up 34% in FY24, hit Rs 9.56 trn",Updated On :05 Apr 2024 | 12:33 AMIST
HDFC Bank's gross advances surge 55.4% to Rs 25.08 trn in Q4 FY24,Updated On :05 Apr 2024 | 12:20 AMIST
"First FY25 RBI MPC meeting: When, where to watch RBI governor's speech",Updated On :04 Apr 2024 | 6:51 PMIST
"Tier-1 capital raise by banks halves to Rs 17,516 crore in 2023-24",Updated On :04 Apr 2024 | 4:54 AMIST
SFBs seek glide path from RBI to become universal banks citing eligibility,Updated On :04 Apr 2024 | 12:40 AMIST
First RBI MPC meet for FY25 starts today: Here is all you need to know,Updated On :03 Apr 2024 | 11:58 AMIST
PM asks RBI to consider innovative credit policies for youth in new sectors,Updated On :02 Apr 2024 | 12:01 AMIST
Growth with trust should be RBI's top most priority next decade: PM Modi,Updated On :01 Apr 2024 | 4:57 PMIST
PM Modi pitches for studying newer banking structure to fund future needs,Updated On :01 Apr 2024 | 2:42 PMIST
"Govt updates list of banks authorised to import gold, silver in FY25",Updated On :28 Mar 2024 | 8:32 PMIST
Banks closed for 14 days in April; Check the state-wise list of holidays,Updated On :28 Mar 2024 | 10:23 AMIST
RBI eases recently tightened regulations for banks' investments in AIFs,Updated On :27 Mar 2024 | 7:18 PMIST
RBI fines Mandi cooperative bank in Rs 6 lakh for not complying with rules,Updated On :27 Mar 2024 | 6:23 PMIST
"Public sector banks' dividend payout may exceed Rs 15,000 crore in FY24",Updated On :24 Mar 2024 | 5:15 PMIST
All public sector banks recorded decline in NPAs over last 6 months: Survey,Updated On :21 Mar 2024 | 7:33 PMIST
Robust regulations must to check digitalisation risks: RBI dy guv,Updated On :21 Mar 2024 | 7:14 PMIST
Govt invites feedback on draft accessibility guidelines for banking sector,Updated On :21 Mar 2024 | 5:12 PMIST
RBI directs all bank branches dealing in govt biz to remain open on Mar 31,Updated On :21 Mar 2024 | 12:16 AMIST
RBI imposes Rs 1.31 cr fine on Tamilnad Mercantile Bank for non-compliance,Updated On :19 Mar 2024 | 8:40 PMIST
Bank of India reduces home loan rates by 15 bps to 8.3% till March 31,Updated On :19 Mar 2024 | 6:00 PMIST
Public-sector banks asked to submit three-year business plans by March-end,Updated On :18 Mar 2024 | 11:36 AMIST
"Indian bankers to get higher salary hikes than Singapore, Hong Kong",Updated On :15 Mar 2024 | 7:35 AMIST
5 PSU banks to reduce govt shareholding to meet Sebi's MPS norms: DFS Secy,Updated On :14 Mar 2024 | 3:43 PMIST
Finmin asks PSU banks for comprehensive review of their gold loan portfolio,Updated On :13 Mar 2024 | 11:55 PMIST
RBI imposes Rs 1.4 crore penalty on Bank of India for non-compliance,Updated On :13 Mar 2024 | 8:11 PMIST
Bank employees to get 17% annual wage hike; 5-day work week awaits govt nod,Updated On :08 Mar 2024 | 10:19 PMIST
"Monitor end use of funds for business cards, says Reserve Bank of India",Updated On :07 Mar 2024 | 11:31 PMIST
Global banking watchdog to crack down on 'window dressing' by big banks,Updated On :07 Mar 2024 | 11:16 PMIST
Interoperability of internet banking system in 2024: RBI's Shaktikanta Das,Updated On :04 Mar 2024 | 11:16 PMIST
"High gap between credit, deposit growth to impact loan sales, NIMs: Report",Updated On :04 Mar 2024 | 8:13 PMIST
RBI may launch interoperable payment system for internet banking in 2024,Updated On :04 Mar 2024 | 5:27 PMIST
"Shah launches NUCFDC, sets target to establish urban co-op bank in all town",Updated On :02 Mar 2024 | 4:19 PMIST
Digitalisation needs banks to prioritise employee adaptability: RBI's Rao,Updated On :29 Feb 2024 | 9:14 PMIST
Lagged deposit growth to constrain credit growth for banks in FY25: Report,Updated On :29 Feb 2024 | 4:53 PMIST
RBI releases draft disclosure framework for banks to address climate risks,Updated On :28 Feb 2024 | 6:50 PMIST
MCA probing some loan apps over allegations of violating Company Law,Updated On :27 Feb 2024 | 11:06 PMIST
RBI tweaks rules to standardise filing of supervisory returns by banks,Updated On :27 Feb 2024 | 6:47 PMIST
Digital payments: 'A shift in focus crucial to drive next phase of growth',Updated On :27 Feb 2024 | 12:36 AMISTPremium
Balance sheets of SFBs are larger than those of universal banks: Panel,Updated On :27 Feb 2024 | 12:31 AMISTPremium
"The good times will last longer, says public sector bank CEOs panel",Updated On :27 Feb 2024 | 12:28 AMISTPremium
"How RBI, industry put in checks place to slow down consumer credit growth",Updated On :27 Feb 2024 | 12:21 AMISTPremium
Credit card issuance: HDFC Bank widens gap with nearest rival SBI Card,Updated On :26 Feb 2024 | 11:14 PMIST
Banks await RBI approval for appointing second whole-time director,Updated On :26 Feb 2024 | 11:10 PMISTPremium
"RBI penalises SBI, Canara Bank, City Union Bank for flouting norms",Updated On :26 Feb 2024 | 7:47 PMIST
Uttar Pradesh govt asks banks to increase credit flow in state economy,Updated On :26 Feb 2024 | 5:01 PMIST
"Decoded: Public tech platform for frictionless credit, demystified",Updated On :25 Feb 2024 | 8:48 PMISTPremium
"HSBC pre-tax profit up 19% in India for FY23, more profitable than China",Updated On :22 Feb 2024 | 6:35 PMIST
"Govt appoints non-executive chairmen in Bank of India, IOB, Uco Bank",Updated On :22 Feb 2024 | 12:27 AMIST
Credit deposit ratio inch up Dec qtr; top PSBs report lower than pvt peers,Updated On :21 Feb 2024 | 11:39 PMISTPremium
Govt planning to standardise 'know your customer' norms for banking checks,Updated On :21 Feb 2024 | 8:50 PMIST
"BoB raises Rs 2500 cr via Tier-II bonds at 7.57%, surpasses mkt estimates",Updated On :21 Feb 2024 | 8:10 PMIST
Cracks start to emerge in global central bank's four-year synchronicity,Updated On :19 Feb 2024 | 7:08 AMIST
"SBI seeks lower reserve requirement for green deposits, says chairman",Updated On :16 Feb 2024 | 12:06 PMIST
Reserve Bank of India restrains commercial card payments by a network,Updated On :15 Feb 2024 | 11:28 PMIST
"Indian banks' margins set to fall, credit growth to moderate in FY25: S&P",Updated On :15 Feb 2024 | 2:05 PMIST
"Visa, Mastercard top executives meet RBI officials after BPSP biz hit",Updated On :14 Feb 2024 | 11:33 PMISTPremium
"Canara Bank raises Rs 2,000 crore in capital through Tier-I bonds",Updated On :13 Feb 2024 | 11:05 PMIST
"Japan's Mizuho Bank acquires 15% in Credit Saison India for Rs 1,200 cr",Updated On :13 Feb 2024 | 2:06 PMIST
RBI conducts 2 VRR auctions to infuse liquidity into banking system,Updated On :12 Feb 2024 | 11:57 PMIST
"UPI, RuPay card to be launched in Sri Lanka, Mauritius on February 12",Updated On :11 Feb 2024 | 11:16 PMIST
"Banks should be mindful of legal, cyber risks emanating from AI: RBI dy guv",Updated On :10 Feb 2024 | 7:43 PMIST
Indian Overseas Bank to open 88 new branches this year: MD Srivastava,Updated On :10 Feb 2024 | 5:54 PMIST
Non-executive directors' remuneration cap increased to Rs 30 lakh: RBI,Updated On :09 Feb 2024 | 8:44 PMIST
RBI raises ceiling on remuneration of non-executive directors to Rs 30 lakh,Updated On :09 Feb 2024 | 8:38 PMIST
DBS cuts CEO Piyush Gupta's pay by $3 million on digital banking outage,Updated On :07 Feb 2024 | 10:51 PMIST
RBI conducts two VRRR auctions again to balance liquidity within system,Updated On :07 Feb 2024 | 8:43 PMIST
"Volume, value of UPI transactions slip due to downtime with bank servers",Updated On :07 Feb 2024 | 8:36 PMIST
Capital Small Finance Bank mobilises Rs 157 crore from anchor investors,Updated On :06 Feb 2024 | 10:41 PMIST
RBI cancels licence of Jai Prakash Narayan Nagari Sahakari Bank,Updated On :06 Feb 2024 | 8:26 PMIST
Bank credit growth may slow in FY25 on tight liquidity: S&P Global Ratings,Updated On :05 Feb 2024 | 9:02 PMIST
Credit growth of banks could moderate in FY25 on tighter liquidity: S&P,Updated On :05 Feb 2024 | 7:36 PMIST
Need more 'SBI-sized' banks: Nirmala Sitharaman on India's economic push,Updated On :05 Feb 2024 | 11:30 AMIST
Interim Budget 2024-25: Banks likely to see heavy trading gains in Q4,Updated On :02 Feb 2024 | 12:22 AMIST
"Deutsche Bank posts 30% drop in Q4 profit; announces buybacks, dividends",Updated On :01 Feb 2024 | 12:40 PMIST
"Bank fraud: ED raids in J-K, Punjab, UP in Bharat Papers Ltd case",Updated On :31 Jan 2024 | 10:22 AMIST
"Q3 results: Pvt banks' profit jumps 24% on high offtake, lower credit cost",Updated On :31 Jan 2024 | 12:02 AMIST
AU SFB appoints former RBI deputy guv HR Khan as non-executive chairman,Updated On :30 Jan 2024 | 4:49 PMIST
Bank Holidays in February 2024: Banks to remain shut for 11 days,Updated On :30 Jan 2024 | 1:18 PMIST
"75% banks, NBFCs have chatbots, e-assistants: RBI's Michael Patra",Updated On :29 Jan 2024 | 10:55 PMIST
Banks urge return to call option valuation for perpetual bonds: Report,Updated On :25 Jan 2024 | 12:54 PMIST
"Loans for purchasing cars a rising trend in India, finds Jato Dynamics",Updated On :25 Jan 2024 | 6:50 AMISTPremium
Liquidity deficit in banks widens to Rs 3.3 trn due to GST outflows,Updated On :24 Jan 2024 | 8:28 PMIST
ICRA revises bank credit growth estimates upwards to 14.9-15.3% for FY24,Updated On :24 Jan 2024 | 8:20 PMIST
Personal loans segment sees resurgence post Covid: CRIF-DLAI report,Updated On :22 Jan 2024 | 5:06 PMIST
Private bank profits see impact of alternate investment fund provisions,Updated On :22 Jan 2024 | 12:21 AMISTPremium
Citigroup lays off more bosses as CEO Fraser addresses MDs: Report,Updated On :19 Jan 2024 | 10:01 AMIST
Indian lenders seek looser liquidity conditions going ahead: Report,Updated On :19 Jan 2024 | 7:04 AMIST
RBI proposes tighter norms for deposit-taking housing finance companies,Updated On :15 Jan 2024 | 10:48 PMIST
State Bank of India floats scheme to raise funds for green projects,Updated On :12 Jan 2024 | 10:53 PMIST
Higher demand could offset competitive pressures for housing finance cos,Updated On :11 Jan 2024 | 11:35 PMISTPremium
RBI asks banks' audit heads to take pre-emptive steps to mitigate risks,Updated On :11 Jan 2024 | 8:31 PMIST
"PNB hikes MCLR, Union Bank withdraws festive discount on vehicle loans",Updated On :09 Jan 2024 | 7:09 PMIST
Banks' net profit likely to grow by 16.7% in Q3 due to high credit offtake,Updated On :09 Jan 2024 | 12:06 AMIST
"RBI revise guidelines for SFBs, raise min capital requirement to Rs 200 cr",Updated On :08 Jan 2024 | 10:55 PMIST
State-run banks look to equity fundraising as perpetual bonds lose sheen,Updated On :05 Jan 2024 | 1:19 PMIST
"Home loans' share of retail segment decline to 47.2% in Nov, shows data",Updated On :04 Jan 2024 | 11:08 PMIST
Central Bank of India's loans grow 14.9% to Rs 2.4 trillion in Q3 FY24,Updated On :04 Jan 2024 | 4:22 PMIST
RBI takes steps to curb inoperative bank accounts: Things you should know,Updated On :03 Jan 2024 | 1:52 PMIST
"State-owned PNB, BoM record double-digit loan growth during Oct-Dec quarter",Updated On :02 Jan 2024 | 10:04 PMIST
RBI proposes banks with less than 6% net NPAs to declare dividends,Updated On :02 Jan 2024 | 7:13 PMIST
RBI asks banks not to classify zero balance account as inoperative,Updated On :02 Jan 2024 | 12:44 AMIST
"Veteran banker Vaswani takes charge as Kotak Mahindra Bank's MD, CEO",Updated On :01 Jan 2024 | 3:23 PMIST
"NARCL, PSBs should work to expedite on-boarding of stressed accounts: FM",Updated On :31 Dec 2023 | 3:51 PMIST
"Sitharaman meets heads of public sector banks, reviews performance",Updated On :30 Dec 2023 | 10:10 PMIST
Banks raise over Rs 1 trn through CDs in Dec amid liquidity crunch,Updated On :30 Dec 2023 | 7:50 AMISTPremium
Banks bid Rs 3 trn against notified amount of Rs 1.25 trn in VRR auction,Updated On :29 Dec 2023 | 11:38 PMIST
"Bank credit to industry slows to 6.1%, services sector sees growth: RBI",Updated On :29 Dec 2023 | 11:29 PMIST
RBI extends payments infrastructure development fund scheme till 2025,Updated On :29 Dec 2023 | 8:16 PMIST
"Not mandatory for banks, NBFCs to raise green funds, RBI clarifies",Updated On :29 Dec 2023 | 6:43 PMIST
RBI defers implementation of norms on penal charges levied by banks,Updated On :29 Dec 2023 | 4:25 PMIST
Primary risks to economy's outlook stem from global headwinds: RBI report,Updated On :28 Dec 2023 | 11:57 PMIST
Banks to remain well capitalised even under severe stress: RBI report,Updated On :28 Dec 2023 | 11:34 PMIST
"Banks not spending IT budgets fully, says RBI Dy Guv Swaminathan J",Updated On :28 Dec 2023 | 10:13 PMIST
Banks' capital adequacy ratio to fall 71 bps on higher risk weight: RBI,Updated On :28 Dec 2023 | 8:46 PMIST
Credit growth to dip to 12-13% in FY25 from 16.5% in early Dec 2023: ICRA,Updated On :28 Dec 2023 | 7:20 PMIST
Bad assets of banks decline multi-year low to 0.8% in Sept: RBI report,Updated On :28 Dec 2023 | 4:45 PMIST
Indian state banks to snap two-month streak of selling govt debt: Report,Updated On :28 Dec 2023 | 2:36 PMIST
"RBI flags concentration risk among govt-NBFCs, all tied to power sector",Updated On :27 Dec 2023 | 11:14 PMIST
Further strengthen balance sheets even if financials remain strong: RBI,Updated On :27 Dec 2023 | 10:50 PMIST
"Banks bid 3.2 times against notified amount of Rs 50,000 cr at VRR auction",Updated On :27 Dec 2023 | 9:13 PMIST
"State Bank of India hikes retail, bulk deposit rates up to 50 bps",Updated On :27 Dec 2023 | 8:57 PMIST
RBI flags contagion risks on SFBs for high reliance on co-op banks deposits,Updated On :27 Dec 2023 | 8:48 PMIST
Banks' asset quality improves to decadal high at end-Sept: RBI report,Updated On :27 Dec 2023 | 7:09 PMIST
Fraud cases in banking sector rises in first half of FY24: RBI report,Updated On :27 Dec 2023 | 7:02 PMIST
S K Kalra appointed interim MD & CEO of North East Small Finance Bank,Updated On :25 Dec 2023 | 7:46 PMIST
"'Balance batao', 'digital didi': Fintech transforming financial inclusion",Updated On :24 Dec 2023 | 4:35 PMISTPremium
"Bank frauds increase, private sector lenders make more write-offs",Updated On :22 Dec 2023 | 11:06 PMISTPremium
Bandhan Bank receives Rs 280 crore bid for Rs 776 crore home loan NPAs,Updated On :21 Dec 2023 | 8:48 PMIST
Bandhan Bank to transfer housing finance NPAs to asset reconstruction co,Updated On :21 Dec 2023 | 2:51 PMIST
RBI introduces card tokenisation facility at bank level for convenience,Updated On :20 Dec 2023 | 10:40 PMIST
"World Bank chief Banga, FM Sitharaman discuss engagement of MDBs in India",Updated On :20 Dec 2023 | 10:39 PMIST
"Stock price, net worth of NBFCs take knock as RBI curbs investments in AIFs",Updated On :20 Dec 2023 | 10:06 PMIST
"Banks lead QIP revival in 2023: Listed cos raised Rs 53,070 cr so far",Updated On :19 Dec 2023 | 11:16 PMIST
RBI tightens norms to check evergreening of loans by lenders through AIFs,Updated On :19 Dec 2023 | 5:14 PMIST
Per capita income must go up to become 3rd largest economy: Bandhan Bank MD,Updated On :19 Dec 2023 | 2:29 PMIST
RBI receives bids 2.7 times against notified amount at 7-day VRR auction,Updated On :15 Dec 2023 | 8:28 PMIST
"Bank of Baroda to raise up to Rs 2,500 cr via Basel III compliant bonds",Updated On :15 Dec 2023 | 12:44 PMIST
Rail would need over 30 bn units of power after full electrification: Govt,Updated On :14 Dec 2023 | 10:31 PMIST
"Private equity firm Bain Capital sells Rs 3,737 cr stake in Axis Bank",Updated On :14 Dec 2023 | 12:19 AMIST
"Credit-deposit ratios of Indian banks may weaken, dent margins in 2024: S&P",Updated On :13 Dec 2023 | 11:52 PMIST
Total income of Indian banks' overseas branches more than doubles in FY23,Updated On :13 Dec 2023 | 10:03 PMIST
"Not mentioning L/C no. on invoice is not a discrepancy, says expert",Updated On :12 Dec 2023 | 10:31 PMIST
"Monetary policy review: Reversal of SDF, MSF on weekends from Dec 30",Updated On :08 Dec 2023 | 10:27 PMIST
Private sector banks increase fixed deposit market share: RBI data,Updated On :07 Dec 2023 | 11:21 PMIST
Indian banks' profit to rise; China economy a worry: Moody's report,Updated On :06 Dec 2023 | 4:09 PMIST
NBFC business has to hit the reset button after RBI strengthens norms,Updated On :05 Dec 2023 | 8:05 PMISTPremium
"Bank credit to NBFCs grows 22% in Oct, exposure to sector at Rs 14.8 trn",Updated On :04 Dec 2023 | 10:49 PMIST
RBI cancels licence of Shankarrao Pujari Nutan Nagari Sahakari Bank,Updated On :04 Dec 2023 | 10:45 PMIST
Unsecured loan growth to moderate after RBI norms on lending: NBFCs,Updated On :01 Dec 2023 | 11:14 PMIST
"Banks raised record Rs 40,895 crore through infra bonds in Apr-Nov",Updated On :01 Dec 2023 | 11:11 PMIST
"Rain brings joy to Rajasthan farmers, to expedite sowing of rabi crops",Updated On :01 Dec 2023 | 5:54 PMIST
REC loan disbursements cross Rs 1 lakh mark for the first time in a year,Updated On :01 Dec 2023 | 4:14 PMIST
"Pace of bank credit to retail declined to 18% in October, shows RBI data",Updated On :30 Nov 2023 | 10:19 PMIST
Excess SLR holdings reason for RBI's comfort on Abhyudaya Co-operative Bank,Updated On :30 Nov 2023 | 8:09 PMISTPremium
"BoB to raise upto Rs 5,000 cr via 1st tranche of infrastructure bond",Updated On :29 Nov 2023 | 8:11 PMIST
High staff churn in India's financial sector to persist in FY24: TeamLease,Updated On :28 Nov 2023 | 11:21 PMIST
Business as usual for Abhyudaya Cooperative Bank on Tuesday: Official,Updated On :28 Nov 2023 | 10:48 PMIST
Canara Bank plans to transfer credit card portfolio to its subsidiary,Updated On :28 Nov 2023 | 8:12 PMIST
Small and medium REITs: Most players ready for a shift to new Sebi rules,Updated On :27 Nov 2023 | 9:49 PMISTPremium
LIC keen to keep part of its stake in IDBI Bank for bancassurance gains,Updated On :27 Nov 2023 | 6:06 PMIST
'Upskill or cross-skill': Cybersecurity skill gap hobbles banking sector,Updated On :26 Nov 2023 | 10:16 PMISTPremium
"Deposits safe, RBI confident of fixing Abhyudaya Co-op Bank's governance",Updated On :26 Nov 2023 | 10:14 PMISTPremium
Bandhan Bank approves re-appointment of Chandra Shekhar Ghosh as MD,Updated On :24 Nov 2023 | 8:42 PMIST
RBI supercedes board of Abhyudaya Coop Bank for 1-yr over poor governance,Updated On :24 Nov 2023 | 6:52 PMIST
Investors pour $40 bn into stocks in two weeks as markets surge: BofA,Updated On :24 Nov 2023 | 4:50 PMIST
"Barclays working on $1.25 bn cost plan, could cut up to 2,000 jobs: Report",Updated On :24 Nov 2023 | 3:58 PMIST
India non-bank body appeals to RBI to review recent risk weight increase,Updated On :23 Nov 2023 | 11:06 PMIST
"State Bank of India, BoB target 1 million user base in retail CBDC",Updated On :23 Nov 2023 | 10:39 PMIST
Audit report of 'bob World' is in progress; RBI decision to impact capital,Updated On :23 Nov 2023 | 10:07 PMIST
RBI's move on unsecured consumer credit to constrain loan growth in segment,Updated On :23 Nov 2023 | 7:53 PMIST
RBI Guv asks NBFC-MFIs to be wise in using flexibility on interest rates,Updated On :22 Nov 2023 | 7:06 PMIST
"SBI rejigs portfolio of MDs, DMDs, Vinay Tonse appointed managing director",Updated On :21 Nov 2023 | 11:07 PMIST
Jio Financial Services in early talks with bankers for maiden bond issue,Updated On :21 Nov 2023 | 4:41 PMIST
NBFCs may turn to corporate bond market to fulfill their funding needs,Updated On :19 Nov 2023 | 11:10 PMISTPremium
