Headline,Date & Time
"SBI’s peer Punjab National Bank, also had a similar statement and pointed out that it will not be prudent to…","August 15, 2024 20:19 IST"
"The private sector bank said in a statement that as part of Independence Month, normal FDs will earn 8.1 per…","Updated: August 15, 2024 21:40 IST"
"With new launches, FD rates have reached very close to the 9% mark. RBL Bank is offering 8.85% on its…","August 15, 2024 00:45 IST"
“Facilitating this via CIRP regulations not good enough”,"August 15, 2024 00:05 IST"
“Kalpana Mali’s transformation from a job-seeking graduate to a successful entrepreneur highlight how determination and fintech innovations empower rural women…,"August 14, 2024 14:11 IST"
"Consolidated revenue from operations rose 22% to ₹2,484 crore during the April-June period.","August 14, 2024 01:30 IST"
"The large scale real estate cases, such as that of Jaypee Infratech, Kohinoor CTNL Infrastructure, SARE Gurugram and others have…","August 14, 2024 00:30 IST"
"In the last round of consolidation in the banking sector, 10 state-run banks were merged into four in 2020.","August 14, 2024 00:05 IST"
"On a standalone basis, Muthoot Finance’s net profit grew by 11% to ₹1,079 crore. Standalone income grew by 23% to…","August 13, 2024 22:14 IST"
"Internet banking has evolved into. a secure, efficient, and convenient service for managing high-value transactions. Despite competition from newer payment…","August 13, 2024 19:43 IST"
The RBI said regulations for NBFCs with regard to branches and appointment of agents to collect deposits will also apply…,"August 13, 2024 04:00 IST"
"A chartered accountant who holds a doctorate in economics, the amiable 1987-batch IAS officer from Tamil Nadu cadre, has also…","August 13, 2024 01:15 IST"
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,6 months ago
No headline,6 months ago
No headline,6 months ago
"Buch and her husband Dhaval Buch, in a statement on Sunday, said both the consultancy firms had become immediately dormant…","August 12, 2024 23:19 IST"
"Buch, who is the husband of Securities and Exchange Board of India chairperson Madhavi Puri Buch, is employed with Blackstone…","August 12, 2024 05:30 IST"
"Interestingly, Blackstone had bought stakes in the properties of Embassy Group and stake in the special purpose vehicles or SPVs…","August 12, 2024 02:00 IST"
"Digital channels allow banks to reach higher number of customers but not enough volumes, say bankers.","August 12, 2024 01:45 IST"
Global fintech to broadbase operations beyond GCCs.,"August 12, 2024 01:30 IST"
The total wealth of central banks provides insights into the economic outlook of their countries.,"Updated: August 11, 2024 18:13 IST"
Persistent credit-deposit gap may cause systemic liquidity issues: Das,"August 11, 2024 05:00 IST"
The Memorandum of Understanding (MoU) was signed during Jaishankar’s three-day visit to the Maldives.,"August 10, 2024 16:32 IST"
"FM emphasised that the banks should concentrate on their primary functions, which include deposit mobilisation and funding assistance to individuals…","August 10, 2024 16:20 IST"
"“We came out with certain key metrics on Day 1 (post merger), which is July 1, 2023. Over the last…","August 10, 2024 05:30 IST"
Amendments to certain sections of the Banking Regulation Act 1949 seek to increase the option for nominees per bank account…,"August 10, 2024 00:35 IST"
"The company’s growth in Q1 FY 25 was primarily driven by strong performance in the motor, fire and personal accident…","August 9, 2024 17:53 IST"
"The life insurance behemoth posted a net profit of Rs 9,544 crore for the corresponding quarter of the previous year.","Updated: August 9, 2024 13:03 IST"
"The Banking Laws (Amendment) Bill, 2024 seeks to increase the number of nominees allowed per bank account from one to…","Updated: August 10, 2024 10:19 IST"
The governor exhorted banks to come up with innovative products and leverage their extensive branch networks to garner deposits.,"August 9, 2024 04:00 IST"
Rs 3.7 trillion transferred to states during FY21-FY25 under the mechanism.,"August 9, 2024 02:45 IST"
"Move aimed to cut resolution delays, maximise asset value.","August 9, 2024 02:30 IST"
"In India, of the RE debt financing, roughly 65% is via debt. Of the debt, 35 percentage points (pp) come…","Updated: August 12, 2024 15:24 IST"
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,6 months ago
No headline,6 months ago
No headline,6 months ago
A top-up loan allows an existing borrower to borrow more funds without pledging any additional collateral.,"August 9, 2024 00:15 IST"
Says resolution plan needs to be implemented by August 10.,"Updated: August 8, 2024 20:38 IST"
Another executive search firm head said that his firm has not been using the data bank because it’s not being…,"August 8, 2024 19:44 IST"
"Sources said that since the promoter group has shown sufficient interest in raising funds and running the company, and government…","August 8, 2024 05:30 IST"
State-owned NBFC in the renewable energy sector Indian Renewable Energy Development Agency (IREDA) also sees no impact of the increased…,"August 8, 2024 03:00 IST"
"MSME and gold loans are growing around 30%, while two-wheeler loans are growing at 25%. These three have grown faster…","August 8, 2024 00:45 IST"
"Among private banks, IDFC First Bank recorded a 36% Y-o-Y growth in deposits in the first quarter, followed by Bandhan…","August 8, 2024 00:35 IST"
"NPCI is witnessing a surge in the UPI platform’s credit feature, with about Rs 10,000 crore of transactions happening a…","August 7, 2024 12:39 IST"
"“Despite ample system liquidity and expectations of future rate cuts by the RBI and Fed, some large banks have recently…","August 6, 2024 13:16 IST"
"Deposits are growing slower than credit, posing a challenge for banks to mobilise low-cost deposits.","August 6, 2024 01:30 IST"
"As banks continue to raise interest rates on term deposits to attract customers, experts do not expect any relief for…","August 5, 2024 01:30 IST"
"LIC, India’s largest insurance company, has faced volatile stock performance since its mega IPO listing and has lost significant market…","August 4, 2024 21:59 IST"
"Total provisions of the bank rose 38% y-o-y to Rs 3,449.42 crore while loan loss provisions surged 70% to Rs…","August 4, 2024 06:30 IST"
"SBI Q1 Results 2024: SBI’s net interest income during the quarter climbed 5.7% YoY to Rs 41,125 crore.","Updated: August 3, 2024 15:05 IST"
"Unity Bank is a Scheduled Commercial Bank, promoted by Centrum Financial Services, a subsidiary of Centrum Capital.","August 2, 2024 16:54 IST"
"The Indian government, which owns 45.48% in IDBI Bank, and state-owned Life Insurance Corp of India which holds 49.24%, together…","August 2, 2024 09:20 IST"
The report highlights that NBFC companies have the highest propensity to expand their workforce.,"August 2, 2024 01:00 IST"
Bank sees 5-10% hit on LCR due to RBI draft guidelines,"Updated: August 2, 2024 11:25 IST"
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,6 months ago
No headline,6 months ago
No headline,6 months ago
The RBI on Tuesday issued a master direction to address the issues of identification and treatment of wilful and large…,"August 1, 2024 20:57 IST"
"Interview | Q&A: Debadatta Chand, MD & CEO, Bank of Baroda","August 1, 2024 15:33 IST"
"August includes festivals like Raksha Bandhan, Janmashtami and also Independence Day. Banks, during the month, will remain closed for a…","August 1, 2024 11:41 IST"
As many as 300 small banks in India have been disconnected from the country’s broader payment network to prevent any…,"Updated: August 1, 2024 10:03 IST"
"A dynamic factor of authentication means that the password or pin number will be time sensitive, initiated during the transaction…","August 1, 2024 07:59 IST"
"The Chennai-based non-banking finance company’s total revenue from operations rose by 38% year-on-year to Rs 6,614 crore.","August 1, 2024 07:36 IST"
Sees 12-15% hit on liquidity coverage ratio due to RBI draft guidelines.,"August 1, 2024 01:20 IST"
No additional credit facility will be accorded by any lender to a wilful defaulter or any entity with which a…,"Updated: July 31, 2024 11:02 IST"
"Chola provides financing for commercial vehicles, passenger vehicles, two-wheelers, tractors, and construction equipment in both the new and used segments.","July 31, 2024 04:00 IST"
NCLT on July 23 directed the firm to deposit the amount by July 31.,"July 31, 2024 00:35 IST"
"Inflows into FAR bonds have remained strong, with foreign portfolio investors (FPIs) pouring over $2.2 billion into index-eligible bonds since…","July 30, 2024 22:41 IST"
"In today’s world, customers need digital services first as they do not have time to visit any branch, says Vaidyanathan.","July 30, 2024 03:40 IST"
"We are targeting to end FY25 with a 42% CASA ratio from 40% in Q1, says Atul Kumar Goel.","July 30, 2024 02:00 IST"
Private banks have also performed better in customer satisfaction. Usage of mobile and internet banking by customers of private lenders…,"Updated: July 30, 2024 10:05 IST"
The NFIR was highlighted in the Budget 2023-24 as a key initiative to improve credit efficiency and economic growth.,"July 29, 2024 12:05 IST"
PSB chiefs told to monitor top 20 accounts personally,"July 29, 2024 00:45 IST"
"Prior to this, Mittal was the managing director of the Industrial Finance Corporation of India","July 28, 2024 11:03 IST"
"Net interest income rose 7% to Rs 19,553 crore in the June quarter of current fiscal from Rs 18,227 crore…","July 28, 2024 06:00 IST"
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,6 months ago
No headline,6 months ago
No headline,6 months ago
"The net interest income, the difference between interest earned and paid, rose 25.4% to Rs 4,695 crore in the first…","July 28, 2024 04:00 IST"
"During Q1FY25, the bank’s overall provisions other than tax fell to Rs 1,312 crore from Rs 3,965 crore a year…","July 28, 2024 03:30 IST"
Dr Reddy’s Q1 Results: Dr. Reddy’s says growth and profitability mainly driven by generics business.,"Updated: July 27, 2024 18:24 IST"
The RBI ordered the credit card business in February to stop utilising an illegal route to make certain commercial payments,"July 27, 2024 14:06 IST"
States sought more funds sans reforms link to execute projects faster,"July 27, 2024 05:20 IST"
"Total income of the lender stood at ₹9,610 crore in the first quarter, up by 20% from the year-ago period.","July 27, 2024 03:05 IST"
Guidelines will take effect from April 2025,"July 27, 2024 01:05 IST"
"Out of Rs 40 crore, Maharashtra Cyber could freeze about Rs 33 crore","July 26, 2024 21:22 IST"
"Q&A: K Satyanarayana Raju, MD & CEO, Canara Bank","Updated: July 26, 2024 20:22 IST"
"Following higher slippages, provisions and contingencies rose 6% YoY to Rs 1,050 crore.","July 26, 2024 20:01 IST"
"With over 32,000 employees, India is its second-largest workforce after the US, and a key talent provider for Citi’s global…","Updated: July 26, 2024 09:13 IST"
"The regulator’s higher scrutiny on MFIs must be on account of overheating or increased delinquency rates in the segment, the…","July 26, 2024 05:05 IST"
"Low-cost Current Account Savings Account (CASA) deposits have a share of 41% in bank deposits. Earlier, it was 44-45%.","July 26, 2024 02:50 IST"
India’s dependence on agriculture has a bearing on consumers’ spending patterns and resultantly impacts growth of the country at large.,"July 26, 2024 01:55 IST"
"As per IBBI analysis, on an average, the CIRP is taking 679 days to conclude as against the standard timeline…","July 25, 2024 12:45 IST"
"The bank’s aggressive branch expansion plans will also contribute to the growth of its SME portfolio, Bhandari said.","July 25, 2024 01:00 IST"
"Bank to revamp consumer banking divison, creates three verticals","July 24, 2024 23:54 IST"
"Till March 2024, the Code has facilitated the successful closure of 4,131 corporate insolvency resolution processes (CIRPs).","July 23, 2024 01:00 IST"
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,6 months ago
No headline,7 months ago
No headline,7 months ago
"In July 2021, the RBI had approved a three-year term for Srinivasan.","July 23, 2024 00:38 IST"
The country’s largest private bank’s overall advances grew at 53% year-on-year (y-o-y) to Rs 24.86 trillion whereas deposits grew 24%…,"July 22, 2024 06:15 IST"
The branch expansion plan comes after the lender was barred by the Reserve Bank of India to add customer digitally.,"July 22, 2024 03:30 IST"
The banking industry leaders and experts said that the Budget should announce policy changes and incentives that help move towards…,"July 21, 2024 22:57 IST"
"Gross non-performing assets (NPA) ratio of the banks declined to 4.54% as on June 30, as compared to 4.76% in…","July 21, 2024 06:05 IST"
“Loan growth remained healthy led by pick up in corporate loan growth and growth in unsecured retail advances particularly personal…,"July 21, 2024 03:45 IST"
"RBI staff’s assessment of higher natural rate of interest implies rise in growth potential, say economists","July 20, 2024 03:50 IST"
UPI breaks record with 13.9 billion transactions in June,"July 19, 2024 22:58 IST"
The experts were speaking at the FE Modern BFSI Summit,"July 19, 2024 22:38 IST"
"WE DON’T NEED PROLIFREATION OF BANKS, BUT SOUND AND WELL-GOVERNED ONES, SAYS DAS","July 19, 2024 21:16 IST"
He was speaking at the Financial Express Modern BFSI Summit. Piramal doesn’t see interest rates coming down this year.,"Updated: July 19, 2024 20:57 IST"
"Daruwala said the Centre will likely focus on infrastructure sector growth in the Budget, while also refining PLI for the…","July 19, 2024 20:32 IST"
"Panda said that after extensive consultations and engagements with all stakeholders, Irdai introduced several rationalisation measures in recent years.","July 19, 2024 20:15 IST"
"FinTech companies are revolutionizing the financial industry, offering faster, affordable, and customized services to the underbanked and unbanked populations worldwide.…","Updated: July 19, 2024 16:28 IST"
FE Modern BFSI SUMMIT 2024 HIGHLIGHTS: Starting the day from RBI Governor Das to BSE MD Ramamurthy address the 3rd…,"Updated: July 21, 2024 18:05 IST"
"The lender will also work to lower its credit-to-deposit ratio to pre-merger levels, its managing director and chief executive officer…","Updated: July 19, 2024 09:32 IST"
Deposits rise at a slower pace of 11.1%,"July 19, 2024 06:05 IST"
"Lending weight to the summit, currently in its third edition, are some of the biggest names from the Indian private…","Updated: July 19, 2024 08:58 IST"
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,7 months ago
No headline,7 months ago
No headline,7 months ago
"As per the revised rules, all regulated entities will now have to issue a detailed show-cause notice to the persons,…","July 17, 2024 03:10 IST"
"Muharram Bank Holiday July 17: As per the Reserve Bank of India’s rules, all private and public sector banks are…","Updated: July 16, 2024 13:08 IST"
"The report, titled “The New Age of Borrowing: A Generational Shift Towards Digital Lending,” projects that digital lending will grow…","July 16, 2024 08:37 IST"
"NBFC subsidiary will launch loan against property, loan against securities going ahead","Updated: July 16, 2024 08:29 IST"
The banking regulator said the three revised master directions on fraud risk management are principle-based and strengthen the role of…,"July 15, 2024 22:40 IST"
Value of bad loans acquired by ARCs reached Rs 9.7 trillion as of March end,"July 15, 2024 05:55 IST"
"The banking regulator received bids worth Rs 9,500 crore from banks against the notified amount of Rs 1 trillion at…","Updated: July 13, 2024 10:42 IST"
The Parliament session beginning on July 22 would witness the Budget presentation on July 23 and conclude with the passage…,"July 12, 2024 17:52 IST"
"With this RBI approval, Jio Financial Services will now have more flexibility in terms of its day-to-day operations.","July 12, 2024 11:47 IST"
"Banks should undertake diligence measures and meticulous monitoring to identify accounts, which are operated as money mules and take appropriate…","July 12, 2024 00:30 IST"
"Every risk must be provided for, says RBI guv","July 11, 2024 21:23 IST"
"A number of players such as Vivriti Asset Management, UTI Alternatives, Neo Asset Management, and others have launched private credit…","July 11, 2024 06:15 IST"
"Looking to the future, Cifdaq is not only focusing on financial services but also exploring the potential of blockchain in…","July 11, 2024 02:00 IST"
The need for a physical KYC and the accompanying due diligence requirements are onerous. In fact they’re very similar to…,"July 10, 2024 19:56 IST"
Paytm Layoffs Update: The employees have alleged the company of violating the rules and terminating them without any pay.,"Updated: July 10, 2024 14:15 IST"
Relief for Manipur-based MFIs necessary,"July 10, 2024 03:30 IST"
The annual FI-Index had earlier risen to 56.5 at the end of March 2022 from 43.4 for the fiscal ending…,"July 10, 2024 00:08 IST"
"To address the issue, the regulator is nudging lenders to enhance the quality of their disclosures, DG Rao said.","July 9, 2024 23:57 IST"
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,7 months ago
No headline,7 months ago
No headline,8 months ago
"Mahendra Munot said, “I am honoured to be at the helm of the Operations team at PNB MetLife. I am…","July 9, 2024 12:47 IST"
Media reports stated that the RBI has given its approval for up to 51 per cent stake purchase by an…,"July 9, 2024 11:16 IST"
"A slowdown in key segments like automobile and microfinance, and elevated competition from banks in secured segments like mortgage loans…","July 9, 2024 01:15 IST"
"Pocket UPI, which MobiKwik rolled out in February, enables users to make UPI payments through the firm’s wallet without linking…","July 9, 2024 00:10 IST"
he new business premiums (NBPs) underwritten by Indian life insurers in June 2024 has achieved a Y-o-Y growth of 14.80…,"July 8, 2024 19:37 IST"
Credit growth continues to outpace deposits,"July 8, 2024 03:40 IST"
"In a regulatory filing, the public sector life insurer said, the shareholding of LIC in the Lankan subsidiary will increase…","July 7, 2024 04:40 IST"
"In April, Bandhan Bank founder Ghosh declared that he will retire at the end of his third tenure on July…","July 6, 2024 22:01 IST"
"According to ICRA estimates, securitisation volumes are expected to pick up in the subsequent quarters and cross Rs 2 trillion…","July 6, 2024 11:46 IST"
"In Q1FY25, HDFC Bank anticipates a 34.5% year-on-year increase in net profit, although a 2.6% quarter-on-quarter decline is expected.","July 6, 2024 11:44 IST"
"Incumbent MD and CEO Chandra Shekhar Ghosh is set to retire on July 9. According to sources, two internal executive…","July 5, 2024 04:15 IST"
Borrowers having annual income of Rs 6 lakh to Rs 7.5 lakh may be eligible to get such loans from…,"July 5, 2024 02:45 IST"
"Excluding the July 2023 merger impact, the bank’s deposits grew by 16.5 % over June 30, 2023.","July 5, 2024 02:30 IST"
"The growth in credit offtake will also be aided by economic expansion, increased capital expenditure and rise in retail credit.","July 5, 2024 01:45 IST"
Das held the meeting with managing directors and chief executive officers of public sector banks and select private sector banks…,"Updated: July 4, 2024 15:13 IST"
The circular issued by the RBI to banks authorised to deal in foreign exchange which will give them powers to…,"July 4, 2024 03:30 IST"
UPI services to be down between 3 am and 3.45 am and 9.30 am and 12.45 pm.,"July 3, 2024 21:48 IST"
Indiabulls Housing Finance announced that it has officially changed its name to ‘Sammaan Capital Limited’. The renaming and rebranding happened…,"July 3, 2024 20:02 IST"
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,8 months ago
No headline,8 months ago
No headline,8 months ago
This change will impact users of those banks which have not yet integrated with the BBPS platform. With new rules…,"July 3, 2024 18:33 IST"
"Federal Bank has recorded total deposits in the first quarter of FY25 at Rs 2,66,082 crore as against Rs 2,22,496…","July 3, 2024 16:05 IST"
"Founded in 2017, the consumer-lending platform offers personal loans to salaried and self-employed individuals.","July 3, 2024 06:00 IST"
"The Zomato stock ended the day at Rs 208.52 on the NSE, up 2.23% from the previous close.","July 3, 2024 03:45 IST"
Traders to be heard before being asked to get full payment before shipments.,"July 3, 2024 01:30 IST"
"Currently, the total asset under management of the company is at over Rs 3,000 crore and total disbursements are Rs…","July 3, 2024 00:15 IST"
Many of these finfluencers command fan followings in the millions. Finfluencers are not registered with the Securities and Exchange Board…,"July 3, 2024 00:05 IST"
"Mohanty took charge as the chairperson of LIC in April 2023. Prior to that, he was the managing director of…","July 2, 2024 04:45 IST"
"Speaking at an ICAI event, Govil said that his ministry is closely working with ICAI on creating large domestic CA…","July 2, 2024 04:15 IST"
The transaction value rose 36% y-o-y to `20.1 trillion. The value of UPI transactions had risen 37% y-o-y to `20.4…,"July 2, 2024 03:00 IST"
Both EDs have over three decades of experience in the central bank.,"July 1, 2024 20:13 IST"
"Bank holidays will differ from state to state and in the month of July, banks will remain closed for a…","July 1, 2024 12:46 IST"
"“We see a massive, massive potential in India as a growth market, both as a business market as well as…","July 1, 2024 02:50 IST"
"If Challa Sreenivasulu Setty is appointed, he will join as the 27th chairman of SBI.","Updated: June 30, 2024 13:07 IST"
"For banks looking to streamline operations, the potential shift away from digital services towards more costly channels represents a profound…","June 30, 2024 12:06 IST"
"Bank veteran to replace Dinesh Khara, who retires in August","June 30, 2024 05:50 IST"
M&M Finance’s loan book has grown by 24% year-on-year to Rs 1.02 trillion as on FY24 end.,"June 29, 2024 11:05 IST"
"The scheme was launched on April 1, 2015, for a five-year period till March 2020.","June 29, 2024 01:50 IST"
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,8 months ago
No headline,8 months ago
No headline,9 months ago
"Developed countries like US, Australia and Denmark are in the enhanced follow-up list which means that they have to report…","June 29, 2024 01:50 IST"
The AAUM came at Rs. 58.60 lakh crore in May 2024,"June 28, 2024 15:06 IST"
"NBFC borrowings from banks stood at 21.7% as on March 2023, data from the Reserve Bank of India (RBI)’s Financial…","June 28, 2024 11:51 IST"
"“The rapid growth of private credit, increasing interconnectedness with banks and NBFIs and opacity can create vulnerabilities that could become…","June 28, 2024 05:15 IST"
Why central banks are in a gold rush,"June 28, 2024 01:25 IST"
"The issue attracted an overwhelming response from investors with bids in excess of Rs 19,884 crore, and was subscribed by…","June 27, 2024 02:30 IST"
"On an average, valuation multiples of fintechs have fallen to 4x in 2023 from 20x in 2021. Similarly, equity funding…","June 27, 2024 00:45 IST"
The development has come ahead of Bandhan Bank’s managing director and chief executive officer Chandra Shekhar Ghosh’s retirement from the…,"June 26, 2024 03:20 IST"
"The term of Chandra Shekhar Ghosh, MD and CEO of the bank is coming to end on July 9.","June 25, 2024 08:29 IST"
"Hinduja Group, the successful resolution applicant of RCap, had sought a 90-day extension to the earlier deadline of May 27…","June 25, 2024 05:10 IST"
"Concerned with increased dependency of NBFCs on bank borrowings, the RBI, in November last year, increased the risk weight for…","June 25, 2024 03:50 IST"
"As per the convention, the chairman is appointed from a pool of serving managing directors of SBI.","June 25, 2024 03:40 IST"
"Launched in 2017, JM Financial Home Loans is a part of the JM Financial group’s retail mortgage segment.","June 25, 2024 03:30 IST"
"In his first interaction after taking charge on April 29 this year, Rebello tells FE that the NBFC will grow…","Updated: June 27, 2024 19:50 IST"
"Tyagi will take charge from Ritesh Kumar on July 1, 2024","June 24, 2024 12:28 IST"
"The group is also in discussions with Crisil, Icra and CARE for rating these NCDs, sources close to the development…","June 24, 2024 00:15 IST"
Former Reserve Bank of India deputy governor SS Mundra said a risk-based approach may be needed while regulating non-banking financial…,"June 22, 2024 03:30 IST"
"According to the RBI data for sectoral deployment of credit, bank loans to NBFCs comprise 9.4% of the overall non-food…","June 22, 2024 03:15 IST"
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,9 months ago
No headline,9 months ago
No headline,9 months ago
New life-cycle scheme to allow 50% equity investment till age of 45,"June 22, 2024 01:15 IST"
"As expected, banks experienced some relief from tight liquidity in the first week of this month.","June 22, 2024 01:00 IST"
Green deposits are long-term deposits used to fund climate-friendly projects and develop a green financing ecosystem.,"June 21, 2024 04:00 IST"
"However, the return on assets will remain higher than the 20-year sectoral average of 0.75% and the 10-year sectoral average…","June 21, 2024 00:50 IST"
Discussion paper says resolution plan shall not extinguish the rights of the creditors to enforce guarantees,"June 21, 2024 00:35 IST"
"Banking return of assets (RoA) is expected to moderate to 1.1-1.2 per cent this fiscal. Per a CRISIL Ratings report,…","June 20, 2024 14:56 IST"
Banks see strong urban demand over last five years,"June 20, 2024 04:00 IST"
"The children’s mutual fund as on May 31, 2024 has witnessed a category average compound annual growth rate (CAGR) returns…","June 19, 2024 14:00 IST"
The transaction marks the largest foreign investment in India’s general insurance market and is the first by a foreign insurer…,"June 19, 2024 12:25 IST"
‘It is better to stay the course (on disinflation) and be watchful and play ball by ball’,"June 19, 2024 05:45 IST"
The bank plans to utilise the branch network of Fincare SFB in South India to expand the vehicle loan book.,"June 19, 2024 04:00 IST"
"The value of quarterly disbursements rose to Rs. 40,322 crore in January-March from Rs. 28,628 crore a year ago.","June 19, 2024 02:15 IST"
Sources aware of the development said the interview process of the candidates were completed a week before and the names…,"June 19, 2024 01:00 IST"
"“Deposits may grow in the vicinity of 10% and advances may rise 11.5%-12.5% in FY25, lower than last year. While…","June 18, 2024 10:28 IST"
The Reserve Bank of India’s April notification mandates that small finance banks (SFBs) have a net NPA ratio of less…,"Updated: June 18, 2024 18:53 IST"
"Last week, Kochi-based Muthoot Microfinance said its $25-million fundraise through external commercial borrowings (ECBs) with a greenshoe option was oversubscribed…","June 18, 2024 02:00 IST"
"“While the gold loan portfolio is estimated to grow, the other business will grow much faster because they are starting…","Updated: June 18, 2024 19:18 IST"
"With popularity in countries like China and India, alternative payments are gaining traction in other APAC markets as well.","June 17, 2024 09:57 IST"
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,9 months ago
No headline,9 months ago
No headline,9 months ago
The divergence between credit and deposit growth has attracted regulatory attention and to pre-empt potential asset-liability mismatches the regulator has…,"June 16, 2024 18:59 IST"
"Earlier, OPI was permitted only if the funds were regulated in their home jurisdiction and the investments were in units…","June 15, 2024 19:04 IST"
One of the most compelling arguments for banks adopting an equity participation model is the alignment of interests between the…,"June 15, 2024 14:42 IST"
The study identified accounting with 12 per cent as the most sought-after technical skills,"June 15, 2024 13:19 IST"
"Experts say that NBFCs have increased their overseas borrowing after the RBI raised risk weights in November, resulting in higher…","June 15, 2024 12:51 IST"
The move is aimed at helping consumers easily identify calling entities to prevent the duping of users from fraudsters.,"June 15, 2024 12:01 IST"
"Earlier this week, SBI said in a release that the bank takes only up to 45 minutes to sanction digital…","June 15, 2024 01:45 IST"
"According to the RBI guidelines on voluntary transition of SFBs to universal banks, an SFB must be listed on a…","June 14, 2024 15:55 IST"
"Sonia Krishnankutty, Chief Executive, Rural Business Finance, LTF, said, “Reaching a book size of Rs. 25,000 Crore is a significant…","June 13, 2024 12:06 IST"
It said that there were no delays from its part and the process now requires a number of statutory and…,"June 13, 2024 04:00 IST"
The IBA meeting was held to discuss the implications of the RBI’s proposed guidelines on project finance.,"June 13, 2024 03:00 IST"
"In April, the MCA had started the consultation process on seven key areas under IBC such as insolvency proceedings under…","June 12, 2024 01:10 IST"
"The lenders and administrator, who have opposed the extension, want the request for extension — pending before the National Company…","June 11, 2024 04:00 IST"
"Low unsold inventories in major micro-markets will also assist ARCs in turning around stressed real estate projects more rapidly, with…","June 11, 2024 03:00 IST"
"NBFC-MFIs are the largest provider of micro-credit, accounting for 39.4% of the total industry portfolio.","June 11, 2024 01:30 IST"
The rules will boost RuPay card’s fortunes.,"June 11, 2024 00:40 IST"
"For FY25, growth from the BFS outlook remains positive for Coforge even as Samanta refrained from giving out specific figures.","June 11, 2024 00:30 IST"
"The bank will add up to 200 branches in FY25, around 20% higher than fresh branch additions in 2023-24. T","June 10, 2024 03:00 IST"
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,9 months ago
No headline,9 months ago
No headline,9 months ago
"According to RBI data, banks’ consumer durable loans grew 13% y-o-y to Rs 23,713 crore as on March 2024,while other…","June 8, 2024 04:50 IST"
"HDFC Bank, IDFC First’s CD ratio over 100% as on March 2024","June 8, 2024 01:55 IST"
"The MCA had prepared a blueprint of possible amendments into the IBC, way back in January 2023.","June 7, 2024 06:00 IST"
The Reserve Bank of India(RBI) announced a record dividend of Rs 2.1 trillion,"June 7, 2024 05:55 IST"
"Under the extant guidelines, when an ARC acquires distressed debt, it becomes trustee of the underlying asset. So, currently there…","June 7, 2024 05:10 IST"
"It also offers credit for various biofuels, along with financing biomass suppliers and aggregators for setting up of bio-fuels extraction…","June 7, 2024 04:50 IST"
Credit offtake rose 19.5% year-on-year (y-o-y) to Rs. 166.1 trillion for the fortnight ended May 17,"June 7, 2024 02:40 IST"
"Insurance companies are adopting GenAI to enhance efficiency, improve customer interactions, and gain competitive advantages. Key ways it is transforming…","Updated: June 6, 2024 11:08 IST"
Fibe has been generating profits and has been profitable for 12 quarters,"June 6, 2024 04:35 IST"
Government spending was not happening due to model code of conduct which was imposed due to general elections,"June 6, 2024 03:35 IST"
RBI has given a nod to Zurich Insurance Company’s proposed acquisition of 70 per cent stake in Kotak Mahindra General…,"June 5, 2024 14:07 IST"
The board of directors of Punjab National Bank gave an approval for initiating the process to dilute 10 per cent…,"June 5, 2024 10:55 IST"
Tata Capital has limited presence in commercial and passenger vehicles financing segments.,"June 5, 2024 00:30 IST"
"M&M Financial released its May business update, wherein it stated that its business assets were at approximately Rs 1,05,250 crore,…","June 4, 2024 08:29 IST"
Launches co-branded credit cards with ICICI Bank,"June 4, 2024 03:15 IST"
"Admits ICICI Bank, SBI’s plea","June 4, 2024 02:15 IST"
"Targets 1.1-1.2% GNPA, 20-23% AUM growth.","June 4, 2024 02:00 IST"
"Post-pandemic, NBFCs have experienced a significant surge in their assets under management (AUM), especially in retail segments such as unsecured…","June 3, 2024 16:35 IST"
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,No date
No headline,9 months ago
No headline,9 months ago
No headline,10 months ago
"The banker explained that over a 10-year period, the PD comes to 5%.","June 3, 2024 01:45 IST"
Smaller players may find it hard to meet the Rs 2 crore networth norm.,"June 3, 2024 01:15 IST"
"At the moment, France and Nepal accept UPI payments via QR codes for merchant (e-commerce) payments","June 2, 2024 13:20 IST"
ARCs are also required to constitute two committees of the board — audit committee and nomination and remuneration committee –…,"June 1, 2024 05:55 IST"
"Currently, financial services platform Credilio offers a secured credit card in partnership with SBM Bank. The platform is working with…","June 1, 2024 05:45 IST"
"Also, due to reforms, PSBs’ ability to raise capital (equity and bonds) has improved","June 1, 2024 03:25 IST"
