Headline,Date
CNG sedans gain popularity in India as consumers shift to cleaner fuels,Updated On :17 Nov 2024 | 10:48 PMISTPremium
"Hyundai, others lobby UP against hybrid support as Toyota rivalry deepens",Updated On :02 Aug 2024 | 5:24 PMIST
Motown's slow ride: Car sales in Gujarat hit speed bump in H1 of 2024,Updated On :01 Aug 2024 | 11:21 PMISTPremium
"Discounts by OEMs, EMPS deadline rev up electric vehicle sales in July",Updated On :01 Aug 2024 | 11:18 PMIST
Toyota's profit increases 17% to $8.70 bn in Q1 but shares tumble,Updated On :01 Aug 2024 | 11:09 PMIST
"Toyota, Maharashtra set wheels in motion for Rs 20,000 crore plant",Updated On :31 Jul 2024 | 11:33 PMIST
"Bajaj Auto, TVS lead the charge in electric two-wheeler sales surge",Updated On :31 Jul 2024 | 11:08 PMISTPremium
Toyota Motor project will revolutionise automobile sector: Maha CM Shinde,Updated On :31 Jul 2024 | 7:37 PMIST
Toyota to set up mfg plant in Maharashtra; likely to invest Rs 20k cr,Updated On :31 Jul 2024 | 2:22 PMIST
"Toyota to post jump in profit over hybrid demand, momentum may be slowing",Updated On :31 Jul 2024 | 12:59 PMIST
"Since Japan launch, Honda Elevate exports nearly double of India sales",Updated On :30 Jul 2024 | 11:24 PMIST
"Maharashtra, Tamil Nadu lead the race for Tesla's manufacturing unit",Updated On :30 Jul 2024 | 11:08 PMISTPremium
Steeling a march: Big Boys of steel pushing pedal to drive future mobility,Updated On :30 Jul 2024 | 10:46 PMISTPremium
India may lead global growth in light-vehicle production: S&P Global,Updated On :29 Jul 2024 | 11:44 PMISTPremium
Bajaj Auto-powered electric mobility company Yulu eyes global ride,Updated On :29 Jul 2024 | 8:14 PMISTPremium
Tata Motors-JLR project in Tamil Nadu to get going in two months,Updated On :28 Jul 2024 | 11:30 PMIST
Japan's Mitsubishi Motors set to join Honda-Nissan alliance: Report,Updated On :28 Jul 2024 | 10:22 PMIST
"Electric 2W, 3W companies likely to face retest for FAME-III scheme",Updated On :26 Jul 2024 | 11:32 PMISTPremium
"Govt extends Electric Mobility scheme, increases outlay to Rs 778 crore",Updated On :26 Jul 2024 | 9:33 PMIST
"Under pressure in China, Mercedes-Benz trims 2024 car profit outlook",Updated On :26 Jul 2024 | 1:41 PMIST
"Bajaj Auto receives 6,000 orders for its newly-launched CNG motorbike",Updated On :26 Jul 2024 | 9:42 AMIST
Auto component industry turnover up 10% at Rs 6.14 trn in FY24: ACMA,Updated On :25 Jul 2024 | 10:04 PMIST
South Korea's Hyundai Motor posts record Q2 profit on strong US sales,Updated On :25 Jul 2024 | 2:47 PMIST
Porsche India retail sales increase 40% to 489 units in Jan-June period,Updated On :24 Jul 2024 | 5:41 PMIST
"Customs duty exemption on lithium, cobalt to aid EV sector growth: Auto Inc",Updated On :23 Jul 2024 | 5:34 PMIST
As Volkswagen struggles in China. Can EVs help it grow in US market?,Updated On :23 Jul 2024 | 1:28 PMIST
PLI for auto sector sees investment proposals worth Rs 67K cr: Eco Survey,Updated On :22 Jul 2024 | 2:01 PMIST
Suzuki expects India's automobile market to grow fivefold by 2047,Updated On :22 Jul 2024 | 9:08 AMIST
Rural two-wheeler demand roars back to life in first half of 2024,Updated On :21 Jul 2024 | 11:08 PMIST
NHAI to charge double toll from vehicles with non-affixed FASTag on front,Updated On :18 Jul 2024 | 11:34 PMIST
Indian states are inviting Tesla's component suppliers to lure the EV maker,Updated On :18 Jul 2024 | 11:21 AMIST
"FAME-III to be implemented soon, final plan ready: HD Kumaraswamy",Updated On :16 Jul 2024 | 9:57 PMIST
Auto industry needs 200K skilled people by 2030 to meet 30% EV target,Updated On :16 Jul 2024 | 3:07 PMIST
Elon Musk may delay in Aug 8 robotaxi unveil event to make design change,Updated On :16 Jul 2024 | 8:11 AMIST
Auto ancillaries bet on e-mobility to drive growth in FY25: Analysts,Updated On :15 Jul 2024 | 9:50 PMIST
"India's automobile retail sales post 9.4% growth in Q1, shows FADA data",Updated On :15 Jul 2024 | 9:27 PMIST
"Automobile retail sales rise 9% in June quarter, PV sales up 2.53%: Fada",Updated On :15 Jul 2024 | 6:17 PMIST
Hybrids in UP: Only FAME II vehicles eligible for state scheme benefits,Updated On :15 Jul 2024 | 10:53 AMIST
Two-wheeler volume growth likely to drive profit for auto sector in Q1,Updated On :14 Jul 2024 | 10:59 PMISTPremium
Mercedes-Benz to assemble more EVs in India to meet carbon neutrality goals,Updated On :14 Jul 2024 | 11:15 AMIST
"Automobile exports from India rise 15.5% in June quarter, shows Siam data",Updated On :14 Jul 2024 | 11:02 AMIST
"Affordable models take Bajaj, TVS closer to Ola Electric in e2W market",Updated On :13 Jul 2024 | 11:23 AMIST
India's car exports grow by 18.6% in Q1; domestic sales remain flat,Updated On :12 Jul 2024 | 11:49 PMIST
"Global electric vehicle sales up 13% in June, decline 7% in Europe",Updated On :12 Jul 2024 | 12:40 PMIST
"In push to widen EV reach, Ola's Aggarwal wants incentives to go on",Updated On :12 Jul 2024 | 9:21 AMISTPremium
"Indian auto component industry growth to moderate in FY25, says ICRA",Updated On :11 Jul 2024 | 6:38 PMIST
Auto component industry to see moderate growth this fiscal: ICRA,Updated On :11 Jul 2024 | 6:12 PMIST
Deeply committed to reforms; pained by EV sales drop: Piyush Goyal,Updated On :11 Jul 2024 | 11:00 AMIST
Only 19 of 137 Chinese EV brands to be profitable by decade's end,Updated On :11 Jul 2024 | 7:59 AMIST
"Mobility players drive 18% of total car sales in FY24, says Deloitte",Updated On :11 Jul 2024 | 12:16 AMIST
Tesla's share of US electric car market slips below 50% for first time,Updated On :10 Jul 2024 | 11:57 PMIST
"M&HCV, bus sales shift up in Q1; top 4 companies register 7.2 growth",Updated On :10 Jul 2024 | 11:48 PMISTPremium
"TVS Motor unveils Apache RTR 160 Racing Edition, priced at Rs 128,000",Updated On :10 Jul 2024 | 3:44 PMIST
"Tata Motors, M&M slash prices to boost demand amid unsold inventory",Updated On :09 Jul 2024 | 10:47 PMIST
Salaried professionals drive up sales of pre-owned cars in Q2 of 2024,Updated On :09 Jul 2024 | 10:28 PMIST
Zero registration fee for hybrid cars in UP raises the bar in NCR,Updated On :08 Jul 2024 | 11:58 PMISTPremium
Centre likely to roll out electric vehicle policy guidelines by Sept-end,Updated On :08 Jul 2024 | 11:42 PMISTPremium
Two-wheeler sales expected to sustain steady volume growth in FY25: Report,Updated On :08 Jul 2024 | 6:00 PMIST
Maruti Suzuki to dispatch 35% of vehicle production via railways by FY31,Updated On :08 Jul 2024 | 2:22 PMIST
"Carmaker Mercedes-Benz India posts record half-yearly sales at 9,262 units",Updated On :08 Jul 2024 | 2:07 PMIST
"Truck rentals dip marginally, used truck prices jump in June: Report",Updated On :08 Jul 2024 | 1:09 PMIST
"As EV revolution slows down, automobile major Ferrari enters the race",Updated On :08 Jul 2024 | 12:46 AMIST
Rs 500-crore EMPS 2024: Only 3.6% vehicle sales target achieved so far,Updated On :07 Jul 2024 | 11:49 PMISTPremium
"Govt meets auto industry, asks firms to onboard right to repair portal",Updated On :06 Jul 2024 | 9:23 PMIST
Bajaj Auto strikes 'Tiger Zinda Hai' note as first CNG bike hits the road,Updated On :05 Jul 2024 | 11:32 PMIST
"Retail sales of cars fall in June for 2nd straight month, PV sales dip 6.8%",Updated On :05 Jul 2024 | 10:11 AMIST
Massive monsoon season discounts take the wheel in car sales drive,Updated On :05 Jul 2024 | 12:05 AMISTPremium
French technology company IDEMIA targets auto space for SIM drive,Updated On :04 Jul 2024 | 11:25 PMISTPremium
"Prices for Brent crude above $87, sets highest levels since April",Updated On :04 Jul 2024 | 10:58 PMIST
Bajaj Auto to unveil world's first CNG bike: What we know so far,Updated On :04 Jul 2024 | 6:19 PMIST
Tesla investment in India not anytime soon as Musk ceases contact: Report,Updated On :04 Jul 2024 | 3:34 PMIST
Tesla's best-selling Model Y for 1st time on Chinese govt purchase list,Updated On :04 Jul 2024 | 3:33 PMIST
Volkswagen launches first certified pre-owned store in Coimbatore,Updated On :03 Jul 2024 | 9:43 PMIST
Some ups and downs but EV push is right strategy in long term: Volvo Cars,Updated On :03 Jul 2024 | 8:41 PMIST
Centre amends CMVR to allow registration of convertible vehicles,Updated On :02 Jul 2024 | 8:58 PMIST
Mid-sized cities to be big demand centre for electric vehicles: Report,Updated On :02 Jul 2024 | 8:54 PMIST
"Car sales stay on growth track in H1 despite poll, heatwave roadblocks",Updated On :02 Jul 2024 | 12:17 PMIST
Tata Motors drives Tata group companies' finances to new high in FY24,Updated On :02 Jul 2024 | 12:22 AMISTPremium
"EV sales drop 14% to 106,081 units in June, signalling challenges ahead",Updated On :01 Jul 2024 | 11:06 PMIST
"Kia India sales zoom past 120,000 in 2024 first half; records 6% growth",Updated On :01 Jul 2024 | 4:48 PMIST
"Electric scooter sales flatten while Ola, Bajaj garner more market share",Updated On :30 Jun 2024 | 10:21 PMISTPremium
Ola Electric working on building solid-state batteries: Bhavish Aggarwal,Updated On :29 Jun 2024 | 8:04 PMIST
Electric 2-wheelers may need more domestic value addition for subsidy,Updated On :27 Jun 2024 | 12:29 AMISTPremium
"Copying China's EV model wrong, cautions Bharat Forge's Amit Kalyani",Updated On :25 Jun 2024 | 10:03 PMIST
"Korean Air, Malaysia Airlines flights disrupted by pressurisation issues",Updated On :25 Jun 2024 | 7:07 PMIST
"Ford recalls over 550,000 pickup trucks in US after transmissions' glitch",Updated On :25 Jun 2024 | 6:57 PMIST
"Why Hyundai is again eyeing IPO in India, 25 years after its failed attempt",Updated On :24 Jun 2024 | 11:53 PMISTPremium
"Hero MotoCorp to hike prices of motorcycles, scooters from July 1",Updated On :24 Jun 2024 | 11:40 PMIST
"Demerger will help secure synergies in EVs, autonomous vehicles: TaMo chief",Updated On :24 Jun 2024 | 7:07 PMIST
BIS introduces new safety standards for electric vehicles to enhance safety,Updated On :24 Jun 2024 | 5:54 PMIST
Passenger vehicle sales to see moderate 3-5% growth this fiscal: Report,Updated On :24 Jun 2024 | 2:22 PMIST
"BII bullish on Indian EV ecosystem, expects to invest $300 mn in 3 yrs: MD",Updated On :23 Jun 2024 | 12:24 PMIST
Indian e-two wheelers better than other nations: Ather Energy co-founder,Updated On :22 Jun 2024 | 10:34 PMIST
"CNG price in national capital, adjoining cities hiked by Re 1 per kg",Updated On :22 Jun 2024 | 8:11 PMIST
"Ola Electric receives Sebi approval for IPO; looks to raise Rs 5,500 crore",Updated On :20 Jun 2024 | 1:43 PMIST
TaMo announces third price hike for CVs in 2024 amid rising commodity costs,Updated On :20 Jun 2024 | 12:58 AMIST
JLR to licence Freelander to develop EVs on Chinese JV partner's platform,Updated On :19 Jun 2024 | 11:37 PMIST
Hyundai's IPO poised to boost already-buzzing Indian automakers' valuations,Updated On :19 Jun 2024 | 7:18 PMIST
DGCA issues advisory to increase women's representation in aviation sector,Updated On :19 Jun 2024 | 4:57 PMIST
Auto industry grows 19% to Rs 10.22 trn in FY24 over robust growth in SUV,Updated On :19 Jun 2024 | 2:07 PMIST
Auto industry grew 19% in value in FY24 as SUVs become popular: Report,Updated On :19 Jun 2024 | 2:06 PMIST
Tata Motors to increase price of commercial vehicle by up to 2% from July,Updated On :19 Jun 2024 | 12:26 PMIST
"Supercar maker Ferrari's first electric car to cost over $500,000",Updated On :19 Jun 2024 | 11:29 AMIST
"As demand for electric vehicles dwindles, what are startups doing about it?",Updated On :19 Jun 2024 | 9:08 AMIST
"Hyundai opposes duty relief on hybrids, says it will hurt petrol vehicles",Updated On :18 Jun 2024 | 6:09 PMIST
Plans for Hyundai Motor India IPO boosts share price in South Korea,Updated On :17 Jun 2024 | 11:32 PMIST
"As vehicle sales hit brakes, manufacturers seek extended financing",Updated On :17 Jun 2024 | 11:44 AMIST
"Hyundai Motor, Suppliers Shares Rise in Seoul as India Unit Files for IPO",Updated On :17 Jun 2024 | 9:08 AMIST
Changing gears: India's growing love for SUVs key to Hyundai's success,Updated On :16 Jun 2024 | 10:58 PMIST
"Eye on the green future, auto companies line up over Rs 2 trillion",Updated On :16 Jun 2024 | 10:52 PMISTPremium
IPO-bound Hyundai India and its rivals in world's third-biggest car market,Updated On :15 Jun 2024 | 11:51 AMIST
"Up against 60 days' inventory, car dealers seek Siam's intervention",Updated On :14 Jun 2024 | 11:04 PMIST
"OEMs, electronic component companies seek greater govt support",Updated On :14 Jun 2024 | 10:45 PMISTPremium
Europe vs China: Why is EU imposing heavy tariffs on imported Chinese EVs?,Updated On :14 Jun 2024 | 6:20 PMIST
"Tractor sales harvest early monsoon benefits in FY25, shows revival signs",Updated On :12 Jun 2024 | 11:00 PMIST
Electric 3-wheeler sales rise 23% in May; industry awaits FAME 3: FADA,Updated On :11 Jun 2024 | 5:22 PMIST
"Domestic passenger vehicle sales rise 4% in May to 347,492 units: Siam",Updated On :11 Jun 2024 | 1:43 PMIST
Charged-up: Bengaluru takes top spot in electric car registrations,Updated On :11 Jun 2024 | 12:17 PMISTPremium
"Hyundai Motor India prepares for IPO filing, potential to raise $2.5 bn",Updated On :11 Jun 2024 | 11:23 AMIST
"LS polls, extreme heat drag passenger vehicle sales down by 1% in May",Updated On :10 Jun 2024 | 11:09 PMIST
"Retail car sales drop in May as LS polls, weather delay purchases: Fada",Updated On :10 Jun 2024 | 11:21 AMIST
NDA's third term to intensify commitment to green mobility initiatives,Updated On :09 Jun 2024 | 11:51 PMIST
PV exports rise by 268K units in last 4 years; Maruti's biggest gainer,Updated On :09 Jun 2024 | 10:43 PMIST
Tata-owned British icon JLR is out for hunt with models assembled in India,Updated On :07 Jun 2024 | 10:02 PMISTPremium
Domestic commercial vehicle sales likely to dip 4-7% in FY25: ICRA,Updated On :07 Jun 2024 | 8:04 PMIST
Expect commercial vehicle volumes to witness 4-7% dip this fiscal: ICRA,Updated On :07 Jun 2024 | 4:35 PMIST
Airport industry to see profit before tax of $1.3 bn this fiscal: CAPA,Updated On :07 Jun 2024 | 11:21 AMIST
Domestic air passenger traffic grows 5.1% to about 138.9 mn in May: ICRA,Updated On :06 Jun 2024 | 3:37 PMIST
China gives 1st approvals for public trials of advanced autonomous driving,Updated On :05 Jun 2024 | 5:57 AMIST
Volvo to issue world's first EV battery passport ahead of EU regulations,Updated On :04 Jun 2024 | 4:44 PMIST
"Post FAME-II: EV sales dip on incentive cuts, polls, and hybrid shift",Updated On :02 Jun 2024 | 10:56 PMIST
"Centre must encourage both hybrids and EVs, says Maruti Suzuki India",Updated On :02 Jun 2024 | 9:54 PMIST
"Hyundai sales up 7% at 63,551 units, sells total 59,601 units in May",Updated On :01 Jun 2024 | 1:30 PMIST
"Automaker Stellantis appoints Shailesh Hazela as CEO, MD of India ops",Updated On :01 Jun 2024 | 12:27 PMIST
"May sees electric two-wheeler sales revving up, led by Ola Electric",Updated On :31 May 2024 | 10:59 PMIST
"Why the unorganised sector, thanks to e-rickshaws, leads India's EV growth",Updated On :30 May 2024 | 10:36 PMISTPremium
"Car dealers may be staring at inventory stockpile exceeding 400,000 units",Updated On :30 May 2024 | 9:38 AMIST
"EV incentive scheme FAME 3 to roll out with Rs 10,000 crore outlay",Updated On :29 May 2024 | 12:42 PMIST
European auto company Skoda-VW hits 1.5 million output mark in India,Updated On :28 May 2024 | 10:50 PMIST
"Hyundai inaugurates EV charging station in Chennai, plans 100 facilities",Updated On :27 May 2024 | 1:55 PMIST
Expect sales to grow faster than industry this fiscal: JLR India official,Updated On :26 May 2024 | 11:44 AMIST
"India to make JLR's Range Rover for first time, delivery starts May 24",Updated On :25 May 2024 | 9:18 PMISTPremium
Share of passenger vehicle output geared for export at 10-year low in 2023,Updated On :24 May 2024 | 12:00 PMIST
"Surge in demand for 'young' used cars outpaces supply, drives prices north",Updated On :24 May 2024 | 3:13 AMIST
Affordable mass electric vehicles key to unlocking demand in Indian market,Updated On :22 May 2024 | 10:44 PMIST
Mahindra Scorpio N Adventure edition rolled out in South African market,Updated On :21 May 2024 | 4:45 PMIST
Tyre manufacturers Ceat and Apollo to hike prices as input costs soar,Updated On :20 May 2024 | 11:05 PMISTPremium
"India's tyre capacity sufficient, no need for liberalising imports: ATMA",Updated On :20 May 2024 | 4:17 PMIST
Hero MotoCorp and Harley Davidson may bring more US motorcycles to India,Updated On :20 May 2024 | 3:41 PMIST
Expecting good response from several firms on EV policy: DPIIT Secy,Updated On :18 May 2024 | 2:52 PMIST
"Role of advanced tech, critical materials more pronounced: Industry",Updated On :17 May 2024 | 10:08 PMIST
EV maker Tesla 'silent'; yet to communicate its India plans: Report,Updated On :17 May 2024 | 6:49 PMIST
Indian small car exports thrive as domestic demand shifts to SUVs,Updated On :15 May 2024 | 2:23 PMIST
Chinese EV maker Leapmotor to enter India in third quarter of 2024-25,Updated On :14 May 2024 | 11:39 PMIST
"Passenger vehicle, 2W exports rose by over 20% in April: Siam monthly data",Updated On :14 May 2024 | 11:34 PMIST
"Mahindra XUV 3XO bookings to start tomorrow; check features, safety, price",Updated On :14 May 2024 | 3:10 PMIST
Why well-built Chinese EV Seagull poses big threat to the US auto industry,Updated On :14 May 2024 | 8:57 AMIST
"Maruti expects 30% jump in CNG vehicle sales at 600,000 units in FY25",Updated On :12 May 2024 | 2:32 PMIST
Maruti considering launching electric hatchback: MD & CEO Hisashi Takeuchi,Updated On :09 May 2024 | 9:44 PMIST
ICRA forecasts moderate growth for tyre sector in FY25 as input costs rises,Updated On :09 May 2024 | 8:03 PMIST
"Maruti introduces Suzuki fourth gen Swift, prices start at Rs 6.49 lakh",Updated On :09 May 2024 | 2:44 PMIST
"Auto retail sales up 27% in April, passenger vehicles make record",Updated On :08 May 2024 | 11:00 PMIST
"Toyota reports booming profit, vows to invest to keep growth going",Updated On :08 May 2024 | 1:56 PMIST
"Election uncertainty could hurt Indian auto sales in May, says Fada",Updated On :08 May 2024 | 12:28 PMIST
"Tata Motors tops Indian auto market with Punch Mini SUV, beats Maruti",Updated On :07 May 2024 | 6:33 PMIST
Car dealers may have to pay 18% GST on sale of demonstration cars,Updated On :06 May 2024 | 10:33 PMIST
"Tesla lays off more staff in software, engineering, service teams: Report",Updated On :06 May 2024 | 9:56 PMIST
Over 90% of fund gets used before FAME deadline; supports 1.5 mn vehicles,Updated On :03 May 2024 | 10:47 PMIST
"Large order book, EV growh to drive auto parts maker Sona's growth",Updated On :03 May 2024 | 7:55 PMISTPremium
"Bajaj Pulsar NS400Z launched in India: Price, specs, features, and more",Updated On :03 May 2024 | 4:36 PMIST
Expect India to become 2nd largest market for Citroen in 5 years: CEO,Updated On :02 May 2024 | 10:31 PMIST
Domestic sales of 4 major two-wheeler manufacturers zoom in April,Updated On :02 May 2024 | 10:15 PMIST
"Mahindra sales up 13% in April at 70,471 units, PV sales at 41,008 units",Updated On :02 May 2024 | 2:26 PMIST
Small (car) is beautiful,Updated On :02 May 2024 | 12:11 AMISTPremium
Tesla retreats from next-generation gigacasting manufacturing process,Updated On :01 May 2024 | 10:41 PMIST
"Domestic PV sales rise by just 1.76% due to high base effect, elections",Updated On :01 May 2024 | 10:29 PMIST
Maruti Suzuki expects reincarnation of small car segment by 2026-end,Updated On :01 May 2024 | 8:48 PMIST
"Hyundai's India unit, Tata Motors post higher April sales, Eicher sales dip",Updated On :01 May 2024 | 2:36 PMIST
"Harley-Davidson motorcycles launched in India, prices begin at 13.39 lakh",Updated On :01 May 2024 | 1:49 PMIST
"Hyundai sales rise 9.5% to 63,701 units in April; exports at 13,500",Updated On :01 May 2024 | 1:41 PMIST
"Toyota's April 2024 wholesales rise 32% to 20,949 units, exports at 1,794",Updated On :01 May 2024 | 11:47 AMIST
Why rise of hybrid cars is being seen as vital transition phase to electric,Updated On :30 Apr 2024 | 10:31 PMISTPremium
US SC rejects Elon Musk's appeal over tweets that must be approved by Tesla,Updated On :29 Apr 2024 | 9:25 PMIST
"Statsguru: Record run for electric cars globally, lower pickup in India",Updated On :28 Apr 2024 | 11:16 PMISTPremium
Elon Musk visits China as Tesla seeks self-driving technology rollout,Updated On :28 Apr 2024 | 3:25 PMIST
Q4 results: Demand for SUVs drives Maruti Suzuki earnings rises 47%,Updated On :27 Apr 2024 | 12:30 AMIST
Huawei's new mobile carries latest version of advanced made-in-China chip,Updated On :27 Apr 2024 | 12:26 AMIST
US probes if Tesla Autopilot recall did enough to make drivers attentive,Updated On :26 Apr 2024 | 11:07 PMIST
"Hyundai India to have 5 new EVs by 2030, launch first electric SUV in 2024",Updated On :25 Apr 2024 | 11:59 PMIST
"Electric car Tesla may set up manufacturing plants in India, Mexico in 2025",Updated On :25 Apr 2024 | 4:34 PMIST
Tesla's shift on low-cost cars throws India investment plans into limbo,Updated On :24 Apr 2024 | 11:10 PMIST
"Honda Amaze tested again by NCAP, receives 2-Star rating; Company reacts",Updated On :24 Apr 2024 | 3:28 PMIST
"Chinese electric vehicle suppliers prefer tech tieups, shun 'risky' JVs",Updated On :24 Apr 2024 | 10:45 AMISTPremium
Volkswagen rolls out two new variants of sports utility vehicle Taigun,Updated On :23 Apr 2024 | 8:08 PMIST
Expect capex for EV components to cross Rs 25K cr in next 3-4 years: Icra,Updated On :23 Apr 2024 | 2:37 PMIST
Macquarie Group drives in $1.5 billion EV fleet electrification play,Updated On :22 Apr 2024 | 11:12 PMIST
Chinese EV manufacturers may be excluded from India's policy concessions,Updated On :22 Apr 2024 | 7:05 PMIST
Expect rural sales contribution at record levels in FY25: Hyundai official,Updated On :21 Apr 2024 | 11:51 PMIST
The localisation story of Elon Musk's Tesla: India versus China deal,Updated On :21 Apr 2024 | 11:46 PMISTPremium
"Tesla cuts price of Full Self-Driving software by a third to $8,000",Updated On :21 Apr 2024 | 10:58 PMIST
Electric vehicle plant to spacetech: All eyes on X ahead of Elon Musk visit,Updated On :19 Apr 2024 | 11:58 PMIST
"Tesla to recall 3,878 Cybertrucks to fix faulty accelerator pedal",Updated On :19 Apr 2024 | 4:11 PMIST
Elon Musk's Tesla initiates formal dialogue with govt on new EV policy,Updated On :18 Apr 2024 | 9:36 PMIST
Nissan Motor India recalls Magnite units to fix front door handle sensors,Updated On :18 Apr 2024 | 12:02 PMIST
"MG Motor India looks to expand network in tier III, IV to boost growth",Updated On :17 Apr 2024 | 3:06 PMIST
Jaguar develops mobile energy-storage unit using Range Rover batteries,Updated On :16 Apr 2024 | 9:06 AMIST
"Ola Electric reduces prices of entry-level e-scooter by up to Rs 10,000",Updated On :15 Apr 2024 | 11:26 PMIST
"2024 Maruti Suzuki Swift to launch in India next month, check details",Updated On :15 Apr 2024 | 3:07 PMIST
Honda Motors commences work for new warehouse facility in Karnataka,Updated On :15 Apr 2024 | 2:39 PMIST
"Volume growth, softer commodity prices to drive Q4 margins of auto firms",Updated On :14 Apr 2024 | 9:29 PMIST
Leasing of batteries for 3-wheelers to be rolled out soon in Kolkata,Updated On :14 Apr 2024 | 6:09 PMIST
Automobile exports from India dip 5.5% in FY24 due to monetary crisis,Updated On :14 Apr 2024 | 11:55 AMIST
EVs head for junkyard as mechanic shortage inflates repair costs in UK,Updated On :13 Apr 2024 | 1:23 PMIST
"Bangalore and Chennai see rise in truck freight rates, shows data",Updated On :12 Apr 2024 | 11:58 PMIST
"Sale of entry-level cars, two-wheelers yet to hit pre-pandemic peak",Updated On :12 Apr 2024 | 11:08 PMIST
Five per cent someone: What kind of ride is Tesla likely to have in India,Updated On :12 Apr 2024 | 11:06 PMISTPremium
US govt opens investigation into Ford recall for Bronco gasoline leaks,Updated On :12 Apr 2024 | 7:02 PMIST
"Passenger vehicle wholesales up 8.4% at 4,218,746 units in FY24: Siam",Updated On :12 Apr 2024 | 2:43 PMIST
Tamil Nadu to pitch itself aggressively as manufacturing site for Tesla,Updated On :12 Apr 2024 | 12:37 PMIST
Silent drive: Electric vehicle capital Hosur navigates the election circuit,Updated On :11 Apr 2024 | 11:56 PMISTPremium
Nearly one in two luxury cars sold in March quarter was Mercedes Benz,Updated On :11 Apr 2024 | 11:09 PMIST
Luxury carmaker Mercedes-Benz India reports best ever retail sales in FY24,Updated On :11 Apr 2024 | 3:22 PMIST
German premium car manufacturers struggle to revive demand in China,Updated On :10 Apr 2024 | 11:34 PMIST
BMW EV sales surge in Q1 even as rivals struggle with weak demand,Updated On :10 Apr 2024 | 10:48 PMIST
Muted exports for auto sector in FY25 amid weak overseas demand: Ind-Ra,Updated On :10 Apr 2024 | 8:36 PMIST
Govt approves 11 EV manufacturers for receiving incentives under EMPS,Updated On :10 Apr 2024 | 8:30 PMIST
China's EV makers order record number of ships to support car exports,Updated On :10 Apr 2024 | 9:00 AMIST
Truck rentals remained flat in March 2024: Shriram Mobility Bulletin,Updated On :09 Apr 2024 | 9:37 PMIST
Tesla investors brace for potential back-to-back vehicle sales decline,Updated On :09 Apr 2024 | 9:33 PMIST
"Electric vehicle retail sales grow across segments in FY24, says Fada",Updated On :09 Apr 2024 | 7:11 PMIST
"BMW Group India begins Q1 2024 with 51% sales growth to 3,680 units",Updated On :08 Apr 2024 | 9:09 PMIST
"BMW Group reports highest-ever first quarter car sales at 3,680 units",Updated On :08 Apr 2024 | 7:32 PMIST
China commerce minister begins Europe trip defending Chinese EV sector,Updated On :08 Apr 2024 | 6:39 PMIST
"Tata Motors reports 11% increase in JLR Q4 sales to 114,038 units",Updated On :08 Apr 2024 | 6:27 PMIST
Safety issue: Toyota to oversee model certification at subsidiary Daihatsu,Updated On :08 Apr 2024 | 2:21 PMIST
"Hyundai, Kia partner with Exide Energy for EV battery localisation in India",Updated On :08 Apr 2024 | 10:45 AMIST
High on SUVs: India records all-time high passenger vehicle sales in FY24,Updated On :08 Apr 2024 | 10:40 AMIST
Electric two-wheelers surge in March: Has the tipping point indeed arrived?,Updated On :07 Apr 2024 | 10:12 PMISTPremium
EV sales to rise 66% this year after nearly doubling in 2023: Report,Updated On :05 Apr 2024 | 6:35 PMIST
Telangana govt holds discussions with Tesla to set up electric car plant,Updated On :04 Apr 2024 | 10:15 PMIST
Govt asks Tesla to lay down investment plans for EV plant in India,Updated On :04 Apr 2024 | 10:15 PMIST
Honda Cars India names Ryuto Shimzu as new director of marketing-sales,Updated On :04 Apr 2024 | 2:55 PMIST
"GM close to exiting India, Talegaon workers accept separation offer",Updated On :04 Apr 2024 | 12:11 AMISTPremium
Tesla to scout locations for $2-3 billion electric car plant in India,Updated On :03 Apr 2024 | 11:23 PMIST
EV push to create more jobs despite disruption to traditional roles: Report,Updated On :03 Apr 2024 | 9:33 PMIST
"Toyota Urban Cruiser Taisor launched in India: Check price, features & more",Updated On :03 Apr 2024 | 12:35 PMIST
Tesla also losing market share in China as it disappoints globally,Updated On :03 Apr 2024 | 10:43 AMIST
BYD hands back top EV seller title to Tesla after Q1 sales decline,Updated On :03 Apr 2024 | 12:07 AMIST
Bajaj Auto leads major 2W makers with highest domestic sales growth in FY24,Updated On :02 Apr 2024 | 11:30 PMIST
"Despite subsidy cuts, EV sales zoom 41% in FY24; penetration at 6.8%",Updated On :02 Apr 2024 | 11:28 PMIST
AMO Mobility launches a new Jaunty i Pro high-speed electric scooter,Updated On :02 Apr 2024 | 9:17 PMIST
'Wait for 7 months'; Buyers line up as Xiaomi launches new SU7 sedan EV,Updated On :02 Apr 2024 | 1:56 PMIST
"New EV policy: No restrictions on imports from any country, including China",Updated On :02 Apr 2024 | 1:08 PMIST
"Green mobility: Nitin Gadkari vows to eliminate petrol, diesel vehicles",Updated On :02 Apr 2024 | 12:34 PMIST
Setting the pace: Ola Electric sees momentum continuing after record March,Updated On :01 Apr 2024 | 11:53 PMISTPremium
"Robust rural growth, strong demand for SUVs drive car sales in FY24",Updated On :01 Apr 2024 | 11:52 PMIST
Electric vehicle industry continues to lose charge on localisation woes,Updated On :01 Apr 2024 | 11:48 PMISTPremium
"Gadkari vows to eliminate petrol, diesel vehicles; tax cut for hybrid cars",Updated On :01 Apr 2024 | 1:39 PMIST
